date,Uber,DoorDash,SkipTheDishes,Walmart,Costco,Real Canadian Superstore,alibaba,newegg canada,ebay,kijiji,Canadian Tire,Home Depot,Best Buy,Shopify,Apple,Gap,Old Navy,Joe Fresh,Sephora,eventbrite,Sportchek,square online,PayPal,Western Union,TD Canada Trust,Scotiabank,Royal Bank of Canada,Google Pay,Apple Pay,Mastercard
2012-02-01,0,0,0,16,6,0,13,0,68,60,11,27,39,4,7,0,0,0,57,0,0,0,86,56,64,26,21,4,0,30
2012-03-01,0,0,0,5,21,0,12,0,61,21,36,13,22,4,5,8,0,0,18,9,0,47,88,53,47,24,32,0,0,39
2012-04-01,0,0,0,9,17,0,10,0,50,41,0,0,8,4,5,0,28,0,0,0,0,0,91,54,61,19,7,10,2,34
2012-05-01,0,0,0,12,16,0,18,0,55,83,16,13,0,3,6,0,0,0,0,19,0,16,88,51,70,24,20,7,0,45
2012-06-01,0,0,0,10,14,0,8,0,45,28,33,13,31,4,17,17,0,0,0,0,0,0,89,59,78,24,28,6,0,23
2012-07-01,0,0,0,11,20,0,16,0,54,51,33,55,31,5,10,0,0,0,0,0,0,0,93,60,49,35,42,8,2,44
2012-08-01,0,0,0,11,22,0,3,0,54,58,27,13,15,4,18,8,28,0,0,19,0,0,93,57,68,37,34,6,0,50
2012-09-01,0,0,0,9,24,0,18,0,54,66,21,26,15,5,14,8,27,0,0,9,0,0,91,56,63,27,26,7,4,33
2012-10-01,0,0,0,16,12,0,11,0,55,55,28,0,13,5,19,0,0,0,48,8,46,0,83,55,36,22,47,10,0,48
2012-11-01,0,0,0,10,30,0,19,0,67,44,24,47,27,7,16,8,0,0,0,9,48,15,94,48,68,28,12,12,9,35
2012-12-01,0,0,0,14,15,0,5,0,65,48,29,0,41,5,13,8,0,0,50,0,0,15,90,58,76,23,12,5,4,45
2013-01-01,0,0,0,13,21,0,21,0,58,40,17,0,25,10,5,0,0,0,15,8,0,0,91,52,64,25,11,11,0,45
2013-02-01,0,0,0,14,32,0,42,0,59,56,24,35,13,6,17,7,50,0,0,0,0,0,89,51,61,29,24,5,2,43
2013-03-01,0,0,0,14,25,0,34,0,53,44,30,11,31,7,8,14,23,59,15,0,0,27,92,50,57,26,6,17,3,43
2013-04-01,3,0,0,12,20,0,27,0,45,91,17,0,31,7,7,7,0,0,0,16,0,0,88,44,76,33,55,8,3,42
2013-05-01,0,0,0,10,11,0,30,0,51,63,22,43,12,7,4,28,23,59,0,16,0,27,87,53,85,38,22,3,2,31
2013-06-01,0,0,0,11,21,0,35,0,48,84,23,34,19,7,21,0,0,0,16,8,0,28,84,54,82,35,17,13,0,37
2013-07-01,0,0,0,17,33,0,9,0,53,72,27,11,32,6,12,0,71,0,31,8,0,14,89,56,72,47,6,10,5,56
2013-08-01,0,0,0,10,12,0,19,48,59,64,35,55,31,7,8,7,23,0,15,0,0,14,89,68,93,46,62,5,3,43
2013-09-01,0,0,0,10,22,0,10,46,56,72,26,21,48,7,17,13,23,0,15,0,0,13,84,59,67,35,22,8,2,39
2013-10-01,0,0,0,11,25,0,16,0,53,44,16,0,23,9,14,6,21,0,0,22,0,0,83,59,66,37,31,9,6,47
2013-11-01,0,0,0,24,17,0,16,0,54,68,20,20,52,8,16,6,0,55,0,29,0,0,91,56,68,46,21,9,1,35
2013-12-01,0,0,0,25,20,0,19,46,62,65,30,42,49,14,21,7,0,0,0,0,43,13,96,61,76,36,27,15,5,48
2014-01-01,0,0,0,11,27,38,19,0,86,60,36,0,22,11,13,0,21,54,0,14,0,12,92,56,63,45,20,13,1,38
2014-02-01,3,0,0,9,28,0,26,48,56,37,13,0,44,11,11,0,70,0,15,16,0,0,90,55,63,42,6,8,0,41
2014-03-01,0,0,0,13,14,0,34,0,61,50,39,10,28,11,12,6,0,0,14,36,0,12,90,62,75,42,30,17,1,46
2014-04-01,0,0,0,16,21,0,30,0,56,62,49,10,29,11,13,13,22,55,0,22,0,50,93,58,75,58,21,12,0,42
2014-05-01,3,0,0,12,25,0,40,46,71,69,34,64,24,11,8,7,23,0,15,24,0,27,94,65,85,48,16,12,0,39
2014-06-01,7,0,0,18,23,0,29,0,48,45,24,36,34,11,4,8,0,0,0,0,0,15,90,54,100,47,31,19,0,44
2014-07-01,4,0,0,17,22,0,21,0,57,68,28,23,20,12,7,7,25,0,0,17,0,15,91,68,83,49,18,12,2,37
2014-08-01,0,0,0,15,38,0,24,0,47,61,34,60,27,12,10,0,0,0,17,26,48,15,93,61,85,44,6,9,0,33
2014-09-01,7,0,0,14,36,0,100,0,61,61,18,67,32,10,60,0,48,0,16,17,0,28,96,60,82,54,23,18,43,34
2014-10-01,3,0,0,12,78,0,33,0,66,61,43,53,42,14,47,7,23,0,15,23,0,13,91,51,61,44,16,6,30,65
2014-11-01,7,0,0,15,55,0,62,95,52,56,35,33,62,14,32,7,23,0,31,16,0,14,97,62,84,48,6,9,18,67
2014-12-01,7,0,0,20,67,0,15,0,67,74,35,44,56,12,26,0,23,0,0,8,0,0,100,64,53,36,11,16,10,57
2015-01-01,6,0,0,11,53,0,36,0,55,69,20,10,40,14,26,6,65,0,14,7,41,13,91,55,55,42,16,12,9,48
2015-02-01,0,0,0,11,24,0,46,0,61,72,32,33,26,13,19,0,24,61,31,16,0,28,89,59,86,49,12,5,5,55
2015-03-01,22,0,0,14,41,0,42,0,63,49,37,41,12,15,24,7,0,0,43,15,0,64,90,54,83,47,16,16,11,43
2015-04-01,13,0,0,13,28,0,47,0,54,80,37,20,18,19,20,0,0,0,14,15,0,13,89,60,84,58,16,15,6,51
2015-05-01,3,0,0,14,47,0,6,0,60,65,26,42,12,27,8,7,45,0,0,8,43,39,89,59,69,48,22,17,3,54
2015-06-01,16,0,0,15,31,0,35,0,57,65,30,53,66,17,18,20,0,0,0,0,43,13,85,61,61,54,22,8,12,44
2015-07-01,29,0,0,13,37,0,35,0,51,53,42,31,36,19,30,7,0,0,15,8,0,39,88,70,95,53,11,22,14,47
2015-08-01,29,0,0,22,33,0,31,0,58,46,21,21,12,17,31,20,22,57,15,0,0,52,92,67,66,56,5,15,12,39
2015-09-01,19,0,0,9,28,0,30,0,58,45,32,30,80,20,39,0,64,0,28,15,0,50,87,60,77,70,16,22,16,44
2015-10-01,21,0,0,21,28,0,23,0,45,45,31,67,22,23,36,12,20,0,13,28,0,0,82,63,65,57,25,21,21,57
2015-11-01,31,0,0,14,38,0,41,0,57,40,8,69,28,23,33,13,21,0,28,36,0,12,84,54,59,48,20,20,28,54
2015-12-01,29,0,0,17,43,0,30,0,43,38,37,20,59,21,37,7,0,0,0,15,0,38,87,64,71,59,16,19,23,57
2016-01-01,19,0,0,16,23,0,10,0,63,58,36,10,34,25,22,13,0,0,0,0,0,12,69,60,55,51,15,12,18,57
2016-02-01,42,0,0,8,35,0,16,0,50,50,42,73,12,26,36,0,45,57,15,23,42,26,76,58,62,48,11,18,17,49
2016-03-01,42,0,0,10,24,0,30,0,58,59,23,19,39,25,24,6,21,53,27,28,0,24,72,56,59,52,10,18,13,39
2016-04-01,56,0,23,18,32,0,18,0,44,65,24,60,23,27,30,6,0,0,0,7,40,37,71,59,55,50,21,13,18,52
2016-05-01,22,2,0,12,39,37,4,45,53,39,29,61,53,28,100,20,44,0,0,28,0,13,68,60,67,55,53,18,91,40
2016-06-01,51,0,0,33,54,0,21,0,43,29,47,63,36,29,95,20,23,0,0,29,43,13,67,64,66,47,11,17,100,71
2016-07-01,33,0,0,17,35,0,18,0,39,68,40,44,19,25,73,7,24,0,0,23,0,55,69,65,59,45,11,13,44,58
2016-08-01,47,0,0,18,52,40,9,49,45,61,54,56,25,28,47,14,48,0,48,15,0,42,71,68,56,47,23,18,43,73
2016-09-01,26,0,0,20,31,0,34,0,41,36,22,32,61,27,92,0,0,0,46,29,0,27,67,66,55,56,33,23,77,59
2016-10-01,19,0,0,14,28,0,27,0,36,46,37,20,35,32,64,7,22,56,0,49,0,0,69,63,58,47,16,21,55,57
2016-11-01,72,0,0,14,48,36,24,0,50,54,32,30,68,33,48,25,64,54,100,14,0,25,73,56,40,45,10,16,48,52
2016-12-01,85,2,0,24,36,0,24,0,44,38,49,60,58,38,54,13,86,0,58,0,0,13,82,78,63,57,26,25,43,49
2017-01-01,62,2,0,23,53,0,30,0,44,57,8,19,42,37,45,0,80,51,13,13,0,35,78,60,45,51,34,16,38,61
2017-02-01,36,2,0,12,23,0,14,0,45,41,32,20,29,44,40,0,0,0,14,27,41,37,76,62,46,63,16,15,30,46
2017-03-01,59,2,0,23,35,0,28,0,38,64,25,18,45,39,39,17,19,0,64,54,0,0,80,67,55,64,9,19,27,45
2017-04-01,40,2,0,16,34,0,43,0,37,45,42,56,54,39,50,6,20,0,0,51,0,58,72,63,51,65,10,8,42,54
2017-05-01,58,2,0,18,34,0,19,0,53,49,23,29,33,42,46,18,21,0,14,53,0,24,71,72,57,70,15,15,38,54
2017-06-01,61,5,24,24,47,0,32,45,47,52,29,10,75,46,62,0,0,0,15,28,0,0,69,77,69,67,26,23,48,46
2017-07-01,84,0,0,21,44,0,25,0,47,49,25,51,35,42,53,13,22,56,15,28,42,26,71,78,72,57,16,13,43,57
2017-08-01,89,0,0,32,58,0,33,0,36,50,20,39,45,42,67,6,0,0,56,20,0,37,71,82,70,65,30,13,49,62
2017-09-01,100,0,23,19,43,35,25,0,42,100,43,10,50,42,58,6,0,0,42,20,0,36,68,79,68,71,25,4,49,63
2017-10-01,79,2,0,33,42,0,25,0,55,50,29,27,21,53,71,12,39,0,39,25,37,23,66,68,51,65,9,18,50,55
2017-11-01,41,4,0,38,44,0,30,0,56,52,44,54,82,51,64,11,19,0,52,37,36,67,71,67,63,53,5,9,64,86
2017-12-01,73,6,0,36,41,0,26,41,42,54,41,46,90,37,87,12,60,0,0,19,38,0,72,79,48,68,5,23,80,68
2018-01-01,70,2,0,38,34,0,27,38,45,29,31,51,44,45,64,5,37,0,12,47,0,75,67,71,69,62,49,26,56,63
2018-02-01,29,0,0,28,44,0,46,42,48,36,35,29,33,53,44,0,0,0,27,26,77,36,65,78,66,72,0,48,30,59
2018-03-01,58,4,0,39,68,0,44,0,41,39,39,70,45,50,73,11,19,0,25,18,0,44,65,86,52,67,18,57,61,77
2018-04-01,66,4,41,36,31,0,21,0,49,48,46,44,35,52,63,11,56,0,13,42,0,0,64,72,72,59,27,51,48,58
2018-05-01,46,2,21,35,51,32,25,0,47,61,47,9,41,57,66,6,57,0,39,24,0,45,64,82,53,57,19,58,48,65
2018-06-01,44,4,65,30,29,0,24,0,40,47,93,64,31,50,50,0,39,0,26,25,0,23,64,85,43,72,14,70,42,59
2018-07-01,58,2,22,37,44,0,37,40,31,41,30,37,68,46,40,6,0,100,26,19,0,23,64,87,70,70,28,60,35,52
2018-08-01,72,6,0,45,35,0,35,0,40,41,59,27,31,49,61,17,78,0,13,37,0,34,65,90,73,71,33,58,50,74
2018-09-01,69,6,0,35,35,0,16,0,34,22,22,55,52,46,59,0,20,0,13,38,0,45,63,78,59,84,24,70,47,80
2018-10-01,59,2,41,43,61,0,32,0,36,42,32,35,40,48,47,6,0,0,25,12,0,22,60,79,47,71,14,72,43,61
2018-11-01,48,12,42,50,53,0,44,0,38,40,43,53,56,49,57,0,19,0,51,6,0,22,67,77,46,67,9,66,36,67
2018-12-01,71,6,0,43,34,0,17,0,39,54,53,75,48,38,61,18,40,0,0,26,0,47,64,100,43,55,10,91,55,61
2019-01-01,70,8,0,44,34,0,31,0,36,32,49,34,44,41,58,5,0,0,25,35,0,21,60,70,46,63,18,68,35,59
2019-02-01,50,4,22,49,43,0,22,0,34,51,26,74,32,42,46,6,40,0,0,70,0,23,62,73,47,62,14,52,38,49
2019-03-01,63,8,41,51,71,62,21,0,37,27,28,26,30,44,67,5,0,0,0,30,0,86,61,79,40,79,4,68,42,79
2019-04-01,83,10,0,47,45,0,25,0,27,43,54,9,15,45,52,0,57,0,38,43,0,11,62,83,66,73,28,76,39,45
2019-05-01,62,8,20,44,56,0,27,0,22,21,42,17,39,45,59,11,0,0,12,35,0,43,64,86,52,63,9,85,43,59
2019-06-01,75,18,0,48,45,0,32,0,36,33,36,44,30,47,75,6,19,0,0,61,36,33,65,85,43,76,28,72,58,43
2019-07-01,51,10,21,67,32,0,30,0,33,58,40,53,46,48,74,11,0,0,13,30,0,33,64,90,42,70,14,89,58,65
2019-08-01,64,6,41,47,61,0,21,0,34,27,46,35,35,48,65,17,0,0,0,30,0,22,66,91,49,80,23,83,57,47
2019-09-01,56,21,20,53,49,0,27,0,31,40,31,59,33,50,90,5,18,0,0,63,0,52,66,82,59,81,39,77,68,50
2019-10-01,62,18,0,43,43,28,25,0,28,27,45,8,27,46,62,15,34,0,11,81,0,20,65,82,56,75,20,84,56,62
2019-11-01,84,22,37,52,54,29,36,0,27,46,71,47,68,49,75,5,17,0,11,38,32,20,65,75,34,73,25,82,55,51
2019-12-01,68,21,20,59,42,0,30,0,25,26,30,58,81,44,76,5,36,0,36,34,0,10,68,87,48,82,22,98,60,72
2020-01-01,68,16,0,64,44,28,14,0,28,24,44,31,35,47,67,20,17,0,22,42,0,10,65,72,53,80,12,78,57,51
2020-02-01,74,15,0,53,38,29,23,0,32,42,53,41,19,48,54,16,52,0,12,50,0,10,66,73,51,68,17,89,48,65
2020-03-01,38,24,0,60,47,25,14,0,26,38,23,49,40,47,63,4,45,0,20,100,28,78,61,77,62,78,29,65,47,62
2020-04-01,52,47,31,81,66,0,29,0,40,32,100,100,76,71,68,21,86,0,86,37,0,17,92,86,84,100,24,82,52,49
2020-05-01,44,58,47,63,45,0,33,0,37,41,68,87,80,100,69,9,72,37,58,50,0,100,86,91,39,79,38,72,55,58
2020-06-01,45,37,34,70,44,26,13,31,47,27,40,43,69,77,81,18,61,0,31,29,29,89,75,88,45,76,41,67,62,51
2020-07-01,41,40,53,62,48,27,29,0,44,31,18,75,39,75,81,5,65,0,11,21,0,9,74,91,48,76,27,81,59,55
2020-08-01,50,33,18,54,53,27,18,67,38,47,40,53,78,66,74,5,32,0,11,31,0,47,71,82,38,64,16,62,64,43
