"REF_DATE","GEO","DGUID","Sales","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-10","Canada","2016A000011124","Electronic shopping and mail-order houses, unadjusted
 [45411]","Dollars","81","thousands","3","v108795019","1.2","2322866","A","","","0"
"2021-10","Canada","2016A000011124","Retail E-commerce sales, unadjusted
","Dollars","81","thousands","3","v108795020","1.3","3525996","A","","","0"
"2021-10","Canada","2016A000011124","Retail E-commerce sales, seasonally adjusted
","Dollars","81","thousands","3","v1257881695","1.4","3619531","A","","","0"
"2021-11","Canada","2016A000011124","Retail trade, unadjusted
 [44-453]","Dollars","81","thousands","3","v108795018","1.1","60666057","A","","","0"
"2021-11","Canada","2016A000011124","Electronic shopping and mail-order houses, unadjusted
 [45411]","Dollars","81","thousands","3","v108795019","1.2","2874663","A","","","0"
"2021-11","Canada","2016A000011124","Retail E-commerce sales, unadjusted
","Dollars","81","thousands","3","v108795020","1.3","4519610","A","","","0"
"2021-11","Canada","2016A000011124","Retail E-commerce sales, seasonally adjusted
","Dollars","81","thousands","3","v1257881695","1.4","3519879","A","","","0"
"2021-12","Canada","2016A000011124","Retail trade, unadjusted
 [44-453]","Dollars","81","thousands","3","v108795018","1.1","61040423","A","","","0"
"2021-12","Canada","2016A000011124","Electronic shopping and mail-order houses, unadjusted
 [45411]","Dollars","81","thousands","3","v108795019","1.2","2871289","A","","","0"
"2021-12","Canada","2016A000011124","Retail E-commerce sales, unadjusted
","Dollars","81","thousands","3","v108795020","1.3","4535228","A","","","0"
"2021-12","Canada","2016A000011124","Retail E-commerce sales, seasonally adjusted
","Dollars","81","thousands","3","v1257881695","1.4","3267226","A","","","0"
