date,841_costco,841_superstore,841_sobeys,841_no frills,841_walmart,47_ford,47_toyota,47_dodge,47_honda,47_nissan,1190_wolseley,1190_ford,1190_chrysler,1190_automotive,1190_gm,1191_bmx,1191_velo,1191_bicycle,1191_bikes,1191_bike,1140_canoe,1140_bateau,1140_sail,1140_kayak,1140_boat,1213_camper,1213_trailers,1213_rv,1213_roulotte,1213_trailer,1013_cars,1013_classic cars,1013_tucker,1013_encan,1013_vintage,1214_hebdo,1214_trucks,1214_trailers,1214_truck,1214_trailer,806_mclaren,806_spartan,806_lamborghini,806_performance,806_bugatti,810_electric car,810_motor,810_hybrid,810_prius,810_toyota,1317_morris,1317_smart,1317_mini,1317_buddy,1317_door lock,273_yamaha,273_harley davidson,273_motorcycles,273_motorcycle,273_harley,148_arctic cat,148_polaris,148_atv,148_ski doo,148_skidoo,1147_aircraft,1147_airplane,1147_titan,1147_cessna,1147_plane,1212_yamaha,1212_roller,1212_scooters,1212_vespa,1212_scooter,610_truck,610_ford,610_suv,610_dodge,610_vans,815_bmw,815_ford,815_toyota,815_dodge,815_honda,1294_points,1294_permis de conduire,1294_speeding ticket,1294_driving test,1294_speeding,170_address change,170_plate,170_license,170_driving,170_driving school,138_mechanic,138_tools,138_auto repair,138_apk,138_automotive,89_tires,89_auto parts,89_garmin,89_tire,89_parts,473_cars,473_autotrader,473_car,473_used,473_auto,803_auto show,803_home show,803_convention centre,803_car show,803_2010,121_super,121_circulaire,121_super c,121_grocery,121_iga,276_restaurants,276_pizza pizza,276_restaurant,276_pizza,276_tim hortons,650_home depot,650_doors,650_wood,650_air conditioner,650_portail,73_sears,73_walmart,73_canadian tire,73_store,73_walmart canada,355_livres,355_librairie,355_books,355_renaud,355_livre,1146_games,1146_game,1146_eb,1146_ebgames,1146_eb games,18_amazon,18_walmart,18_netflix,18_canadian tire,18_kijiji,1225_costco,1225_outlets,1225_wholesale,1225_costco hours,1225_outlet,270_light,270_ikea,270_lighting,270_ikea canada,270_furniture,659_shell,659_gas station,659_oil,659_alberta,659_gas,1268_costco,1268_gas prices,1268_costco gas,1268_gas,1268_gas buddy,38_desjardins,38_insurance,38_assurance,38_blue cross,38_saaq,844_scanner,844_display,844_barcode,844_rfid,844_pos,614_cineplex,614_centre bell,614_ticketmaster,614_vancouver,614_ticket
2015-01-01,22,31,44,41,43,70,60,76,58,73,61,20,10,18,6,20,11,15,16,13,50,23,58,80,20,17,29,26,15,25,31,39,14,50,65,51,77,43,68,33,62,37,60,24,43,13,42,18,30,17,32,12,12,39,56,31,44,31,37,53,87,73,43,60,44,25,22,51,34,15,21,32,18,12,20,65,79,47,72,27,4,68,49,72,52,48,52,51,44,46,55,31,34,51,48,55,46,49,20,52,24,64,34,27,54,38,75,31,37,36,30,18,40,21,7,56,43,54,12,35,32,60,50,60,38,38,63,55,1,15,61,39,43,56,32,62,36,23,49,63,43,26,42,34,43,31,43,85,31,69,47,17,63,35,39,52,43,90,42,73,59,20,57,60,59,9,16,9,18,11,93,52,59,86,31,34,60,31,15,45,72,36,49,40,40
2015-02-01,22,30,47,41,41,76,62,81,62,75,66,26,15,21,8,23,14,17,18,15,54,28,66,68,22,22,35,33,21,29,34,42,21,66,58,56,77,54,65,44,67,36,62,30,45,15,43,17,30,20,32,14,16,30,50,35,47,30,39,53,92,75,45,73,53,24,26,42,27,17,17,27,15,15,21,71,96,50,82,28,4,74,52,77,52,50,51,56,40,52,48,36,33,51,47,58,47,59,21,54,23,60,29,26,58,40,84,32,41,35,32,46,40,43,6,56,44,55,12,33,36,60,54,60,51,39,68,55,2,16,53,35,41,54,27,57,34,17,44,49,41,24,37,31,39,28,39,83,29,69,46,17,59,36,33,49,38,90,40,66,55,22,54,50,60,8,12,8,14,9,90,54,62,89,33,44,54,37,26,53,67,48,69,45,47
2015-03-01,25,29,42,38,37,80,71,89,71,87,77,25,10,19,6,33,22,30,31,25,56,26,50,73,25,28,43,36,32,39,34,46,17,91,67,66,78,56,70,49,71,39,62,32,43,13,48,19,31,21,41,16,16,33,47,40,60,36,50,70,83,72,55,47,31,26,31,51,32,21,24,43,24,16,30,79,100,55,87,39,5,78,67,89,65,57,62,67,57,63,60,43,39,63,61,52,47,56,18,53,28,70,34,38,60,43,92,35,46,38,13,85,55,38,7,54,42,52,11,32,33,56,50,56,43,44,75,61,3,14,56,37,47,55,25,60,27,18,45,50,39,25,37,29,37,27,41,80,32,75,50,22,61,36,43,49,41,90,38,74,58,21,51,44,55,6,9,6,11,6,94,56,68,87,36,47,51,36,25,46,77,42,62,52,41
2015-04-01,36,33,47,40,41,79,73,95,83,92,79,24,10,22,9,46,39,43,44,34,61,31,49,65,28,31,46,45,38,49,38,49,18,96,54,73,77,66,66,60,85,38,76,33,44,18,46,17,34,22,35,16,24,35,50,45,69,48,60,79,39,47,61,18,13,25,30,47,37,18,39,33,36,28,42,75,82,47,78,43,5,77,67,93,74,63,69,69,58,65,68,44,40,67,60,52,40,54,18,53,41,83,38,56,66,46,97,39,51,39,5,30,42,31,6,53,37,53,13,32,32,57,48,57,41,53,80,63,5,14,51,40,64,56,25,58,29,17,37,50,34,25,32,27,33,28,45,74,43,86,53,25,65,49,49,48,39,91,37,68,62,21,48,42,55,5,8,5,9,5,96,58,66,79,47,36,55,30,21,48,62,37,57,36,51
2015-05-01,36,34,47,43,46,78,73,92,88,91,80,22,11,20,6,55,49,51,47,42,65,42,58,76,40,42,53,51,49,62,35,46,17,75,62,59,85,67,63,67,67,60,79,33,51,12,46,23,40,21,37,16,20,30,66,48,70,46,66,81,26,39,56,7,6,26,28,48,31,18,30,44,43,31,57,78,81,49,85,42,5,73,64,86,77,64,70,67,70,70,62,53,44,70,63,56,44,60,19,59,32,84,45,47,67,47,98,38,50,39,1,6,37,28,6,53,38,52,13,35,40,59,54,59,39,69,88,65,19,14,50,44,78,59,35,50,30,17,46,63,32,20,30,24,31,27,47,73,50,82,57,29,66,53,54,44,42,92,41,62,59,26,48,47,61,6,9,6,10,7,94,58,67,73,46,38,54,32,17,46,60,28,42,37,32
2015-06-01,27,32,47,39,45,77,71,91,84,85,81,19,14,25,5,54,40,48,44,39,67,50,66,82,50,52,52,52,53,60,36,46,13,64,78,62,85,69,66,67,76,49,82,33,49,17,47,20,40,27,27,15,21,32,66,43,67,46,63,78,23,36,52,7,5,27,28,45,29,16,35,43,49,24,54,78,82,48,84,41,5,73,59,92,75,74,63,71,67,69,68,48,42,71,67,55,40,62,19,58,27,84,44,39,65,45,98,38,48,37,1,3,31,46,6,52,38,49,13,32,42,55,53,55,41,67,85,67,22,14,49,45,70,57,35,56,33,16,38,52,42,25,40,35,40,29,49,82,47,78,59,24,67,50,47,42,41,88,40,67,60,29,43,43,62,5,9,5,11,6,89,61,69,79,44,31,53,24,16,45,74,26,60,54,42
2015-07-01,29,33,49,42,47,81,74,100,86,92,80,18,13,19,6,56,45,43,45,37,70,60,75,98,58,57,71,63,68,78,43,55,18,75,73,70,85,70,73,69,82,42,77,32,42,12,41,20,37,18,40,15,20,32,52,41,66,45,59,78,22,37,52,7,6,25,27,42,34,18,29,42,44,22,60,80,86,61,92,44,5,78,66,99,79,84,70,75,80,75,79,52,47,78,73,59,37,61,20,59,27,86,47,39,66,44,100,39,50,37,2,3,22,47,6,56,39,55,15,31,47,63,57,63,41,66,84,59,27,7,53,47,69,60,32,58,28,21,37,48,42,25,41,31,42,32,50,81,47,79,59,31,64,52,74,43,51,89,46,73,68,39,43,38,62,7,11,6,13,8,100,62,63,78,44,34,49,30,22,49,94,21,51,40,43
2015-08-01,42,35,50,41,46,80,79,97,85,93,76,14,7,19,5,51,35,41,41,32,68,54,69,93,53,55,75,60,68,73,38,45,20,65,79,73,88,68,72,66,65,34,79,30,44,12,42,22,45,25,52,16,22,38,61,40,69,40,55,77,29,42,53,13,10,27,28,50,34,17,29,41,44,27,64,79,93,59,97,48,5,79,72,97,78,74,73,84,84,72,75,45,48,80,74,55,41,61,22,58,28,83,47,40,65,47,99,39,50,38,2,5,36,44,6,56,39,55,17,31,50,68,60,68,43,61,84,62,11,11,58,46,65,62,24,68,39,20,49,52,47,28,45,31,46,33,50,81,42,80,56,33,71,51,75,49,60,91,48,76,68,42,48,45,75,9,17,9,19,16,96,59,58,75,43,33,60,33,23,44,85,24,55,35,47
2015-09-01,44,34,49,42,47,77,73,89,82,86,78,20,14,21,6,46,23,30,29,25,58,36,60,63,33,34,47,41,37,47,34,38,18,75,95,61,78,56,60,60,62,33,74,30,67,17,39,18,52,24,43,16,17,37,40,35,50,30,43,59,40,50,53,19,17,24,26,46,33,15,29,35,40,20,55,76,81,55,83,42,5,75,64,86,76,79,64,80,59,72,73,40,41,70,66,58,40,57,20,51,37,77,36,48,62,43,90,38,47,36,3,16,53,33,6,58,40,57,14,32,43,62,52,62,39,51,82,61,6,19,62,42,49,64,33,65,36,26,42,62,45,28,43,32,44,30,47,82,37,76,51,25,66,45,58,50,49,87,41,71,64,31,45,42,62,7,11,7,13,9,72,60,60,78,41,51,58,42,21,48,57,38,56,40,63
2015-10-01,28,32,47,40,44,69,72,82,73,85,84,20,15,22,6,34,13,20,21,17,52,21,48,48,19,25,29,31,24,29,29,36,20,65,65,52,71,47,66,46,78,21,62,25,49,15,37,18,45,23,31,16,18,36,52,29,37,25,34,45,51,50,48,26,22,24,26,50,31,14,23,38,37,16,48,70,77,54,77,32,5,68,68,77,70,73,59,70,60,67,68,35,37,54,49,54,47,57,20,56,67,77,29,66,61,41,78,33,43,35,2,16,49,8,5,51,39,50,13,31,38,64,53,64,40,47,77,63,2,19,62,40,46,63,33,47,37,17,45,62,42,29,41,32,42,31,46,83,36,71,56,26,64,46,55,55,41,88,37,69,63,28,46,38,57,6,8,6,10,8,73,54,59,69,46,34,56,33,24,43,66,37,53,36,57
2015-11-01,35,35,43,40,53,71,68,79,72,82,70,19,11,23,5,28,10,17,15,15,53,18,57,39,14,18,19,20,11,19,29,37,18,78,60,51,72,43,65,40,57,22,58,28,48,13,41,20,41,22,32,17,14,29,51,28,32,21,28,41,58,57,43,40,31,25,27,37,32,14,18,43,32,14,41,65,77,47,72,30,4,68,55,70,67,62,63,68,53,62,60,36,37,52,43,54,43,61,19,60,78,67,36,77,57,38,75,33,39,32,3,4,45,8,6,54,43,53,13,30,40,63,53,63,38,48,73,66,2,20,80,54,72,69,47,58,38,17,59,78,73,36,71,51,74,47,74,82,53,72,69,28,62,48,60,63,49,100,45,80,52,26,43,43,52,7,9,6,12,9,58,54,59,72,43,36,68,35,20,48,75,64,72,50,52
2015-12-01,39,53,59,45,78,62,58,76,61,71,74,15,6,18,3,24,10,17,16,13,45,20,65,37,14,18,18,17,9,16,31,35,17,65,63,44,71,38,68,39,57,18,61,28,49,17,37,17,42,19,35,16,18,35,57,29,41,21,26,50,64,59,39,45,36,24,23,38,31,14,24,40,26,9,39,69,73,43,70,31,4,58,47,65,57,56,58,54,45,55,52,35,33,51,42,52,39,53,23,45,36,65,42,46,55,35,67,27,34,29,4,4,32,6,5,70,47,69,15,41,43,72,58,72,43,40,58,56,1,15,74,67,80,87,51,66,60,22,100,85,88,45,86,57,89,53,80,85,52,64,78,29,68,66,69,61,44,86,41,72,51,31,42,37,54,8,11,7,13,10,57,48,53,71,36,46,57,38,22,38,96,58,68,52,48
2016-01-01,35,33,46,40,37,67,58,76,65,72,61,22,10,22,5,21,10,17,16,14,47,25,48,56,23,21,26,28,16,25,33,38,21,42,66,42,77,42,61,42,56,24,56,29,44,14,45,19,32,18,38,15,13,39,50,33,39,25,36,49,93,78,48,67,50,23,27,38,28,14,20,37,16,12,25,73,90,50,84,26,4,64,48,70,59,68,70,61,53,57,56,33,38,59,52,65,39,53,22,51,25,62,33,26,56,38,64,32,42,31,24,22,36,24,5,57,41,56,15,31,41,80,58,80,37,40,68,58,2,19,47,38,41,54,31,70,32,23,44,67,41,25,40,27,41,27,43,76,29,60,45,14,63,44,37,59,52,93,50,83,54,27,57,53,58,11,13,11,16,15,46,53,58,82,36,43,64,35,21,38,82,31,37,39,36
2016-02-01,42,32,47,39,38,70,63,81,69,74,63,26,11,16,5,25,15,19,18,17,44,28,45,47,23,30,41,39,31,35,31,44,17,61,75,49,82,52,76,49,68,23,48,27,40,14,45,17,50,24,43,16,18,37,71,34,46,29,40,58,75,71,51,70,51,23,25,37,28,15,19,35,18,12,20,71,86,54,82,41,4,68,52,76,65,75,63,71,53,63,54,35,37,61,53,65,42,61,21,47,22,66,27,25,56,39,67,32,43,33,28,50,42,44,5,56,42,53,15,30,46,81,60,81,70,37,68,61,2,19,39,32,34,54,21,64,30,15,30,51,34,22,33,27,34,24,36,65,26,59,39,13,67,40,43,55,48,95,45,76,54,27,57,47,57,10,13,10,17,20,44,53,61,80,36,36,73,31,27,51,72,30,45,40,37
2016-03-01,40,33,48,40,39,77,69,88,75,82,67,21,10,15,5,33,25,28,29,25,44,30,49,49,27,33,41,38,35,41,29,37,18,100,63,60,73,57,67,57,56,25,56,31,76,15,41,18,48,25,42,15,22,35,63,46,54,33,50,65,67,65,56,32,25,27,26,33,36,16,29,39,23,19,36,77,94,52,83,48,5,71,61,84,69,81,68,77,60,70,53,44,44,67,60,64,41,59,22,53,29,69,29,39,58,41,79,36,47,37,11,76,40,43,6,60,43,57,15,32,43,77,56,76,51,45,73,65,3,16,41,37,39,54,30,57,30,16,33,53,37,23,36,25,37,24,40,66,29,64,47,19,62,51,49,51,49,91,45,74,51,28,52,39,56,8,8,8,12,15,48,59,65,75,42,35,58,33,22,53,67,36,38,49,35
2016-04-01,28,29,39,39,39,76,74,88,86,85,76,20,10,21,4,45,40,41,39,36,49,36,49,61,33,37,48,46,48,57,26,35,20,80,60,68,77,62,69,67,70,22,57,34,45,23,47,21,53,26,36,16,21,32,41,49,61,41,61,76,34,45,61,13,10,24,25,34,31,15,35,50,39,31,53,78,82,51,92,49,5,73,68,84,77,83,67,78,52,69,60,48,44,64,61,74,36,62,21,62,41,78,35,54,62,44,73,37,49,39,3,39,47,33,6,51,40,49,13,30,42,77,59,77,39,54,81,73,8,17,41,37,49,53,35,58,25,15,30,53,29,20,29,23,30,26,40,56,41,68,54,20,62,48,47,52,52,90,48,78,52,29,51,38,54,6,8,6,11,13,46,58,68,72,48,34,59,27,19,44,49,24,54,40,48
2016-05-01,31,35,46,45,42,75,70,85,84,82,71,21,12,17,6,51,47,45,42,40,56,50,53,71,44,50,62,57,60,70,32,40,21,73,70,62,77,65,71,83,65,27,56,32,43,15,44,20,47,25,35,14,21,38,73,48,70,41,64,83,25,38,55,7,5,24,28,33,28,16,38,45,44,34,60,79,89,56,90,50,5,73,59,82,76,76,78,80,64,76,67,44,44,77,73,63,39,72,23,62,31,77,39,46,66,43,73,36,50,37,1,5,40,29,6,56,40,53,16,32,48,77,64,77,45,62,89,71,24,18,42,44,59,56,37,52,26,18,31,62,32,24,31,21,32,27,48,55,46,69,63,25,66,58,54,49,49,86,47,72,63,41,54,54,68,8,9,8,12,18,45,63,67,59,60,30,59,27,23,48,48,20,58,37,44
2016-06-01,44,34,46,44,41,73,67,87,81,81,80,15,11,23,4,48,45,41,39,37,51,61,57,71,52,54,57,57,57,72,36,43,18,69,64,56,81,65,63,77,74,49,60,31,44,18,44,23,46,26,31,15,19,39,68,45,62,37,64,77,22,32,47,6,5,25,26,34,30,17,34,43,41,28,56,84,87,53,91,51,5,69,58,82,72,81,62,72,64,71,60,51,51,73,69,72,39,76,21,57,27,75,41,37,64,43,69,35,48,37,1,4,28,58,5,56,40,54,17,34,48,83,61,83,45,59,82,72,25,20,39,43,57,57,28,64,27,17,36,57,31,23,30,23,31,26,47,55,46,65,55,20,65,49,51,47,50,83,47,66,62,40,46,35,72,8,9,8,14,25,44,62,68,73,52,30,53,30,18,47,65,16,53,42,39
2016-07-01,53,37,51,46,43,81,70,92,83,82,75,20,8,17,5,50,43,43,42,37,52,69,69,82,64,73,72,76,81,88,33,47,18,61,53,60,80,69,76,80,70,40,65,29,33,12,44,21,48,22,31,15,28,36,79,42,64,38,60,78,24,36,49,7,5,26,25,32,30,13,29,39,42,26,60,91,90,61,98,45,5,77,57,84,74,78,69,95,71,88,76,50,52,79,71,64,36,80,100,59,27,79,42,36,63,45,59,37,52,38,1,3,31,59,5,57,40,52,21,33,61,89,72,89,48,59,78,67,23,9,38,48,57,65,28,64,31,19,35,45,35,23,34,25,36,29,50,58,44,65,56,32,67,56,69,45,63,86,53,78,61,47,43,32,66,8,7,8,11,19,44,60,63,64,46,36,55,35,21,46,100,26,39,48,35
2016-08-01,43,36,41,41,41,81,72,90,84,89,85,23,13,22,7,59,40,37,36,33,56,60,68,78,56,63,74,66,76,80,30,40,18,68,69,53,82,70,73,76,69,24,70,32,38,15,37,22,45,25,46,15,16,32,70,38,65,35,57,78,28,39,52,10,10,25,24,38,28,16,29,43,40,21,50,83,87,63,98,46,5,77,60,81,76,74,67,85,77,82,78,55,55,84,78,88,39,79,39,63,29,81,38,37,65,47,67,38,54,40,2,6,30,51,6,53,41,50,19,29,61,84,67,84,48,54,82,68,16,13,41,45,43,62,37,63,45,20,41,53,37,23,36,28,37,30,48,57,39,63,57,34,71,52,66,51,67,89,58,81,60,46,43,34,66,9,7,8,12,20,41,65,63,64,48,26,60,29,16,50,81,46,41,36,34
2016-09-01,30,38,47,43,41,77,73,83,78,86,69,25,12,22,18,43,26,29,28,26,46,38,60,48,32,42,47,47,44,55,34,44,15,77,65,51,77,56,76,58,81,27,59,30,42,17,42,19,47,24,38,14,20,100,63,35,67,30,47,79,38,49,54,19,14,27,27,41,38,16,26,38,35,19,43,74,90,60,83,41,4,73,62,77,72,78,61,80,57,78,68,51,47,74,66,77,34,70,29,54,37,79,32,48,63,44,70,39,50,36,2,22,53,37,5,54,39,50,18,32,52,80,61,80,50,53,85,71,5,22,48,42,40,61,36,58,38,26,36,62,37,27,36,27,38,31,47,59,35,60,58,28,69,52,57,54,62,87,56,79,59,43,45,36,63,8,7,8,11,18,42,61,62,64,49,37,65,36,20,45,49,35,59,44,48
2016-10-01,37,35,47,42,39,76,73,85,76,81,71,21,11,21,4,34,15,21,19,19,42,26,49,42,19,31,34,35,23,32,27,32,17,63,61,52,75,47,68,49,70,13,57,31,30,15,44,19,54,26,36,13,18,61,62,31,38,23,33,49,51,53,52,27,25,23,28,34,52,17,20,45,33,16,38,76,85,64,79,48,5,73,63,80,72,88,62,73,59,71,60,44,43,65,56,66,41,68,28,62,74,71,26,75,61,42,73,36,46,34,2,12,45,5,5,51,39,47,17,28,50,85,62,85,47,48,76,68,3,24,58,41,41,63,28,52,31,16,39,63,42,21,42,30,43,33,48,64,37,58,56,21,70,49,57,63,57,93,52,80,56,42,45,30,66,9,7,9,11,19,39,56,61,69,52,31,74,27,22,54,57,54,56,39,57
2016-11-01,72,34,39,38,44,70,68,80,67,77,78,25,8,20,4,24,11,17,16,16,42,20,50,36,13,24,20,22,12,21,29,33,16,68,52,44,69,38,67,46,60,21,51,28,30,18,42,21,38,25,36,17,18,36,76,28,32,20,26,41,58,54,42,36,27,23,24,33,29,17,20,39,32,10,35,72,72,51,80,39,4,65,57,71,63,64,53,75,57,65,57,43,40,55,45,75,44,65,23,61,71,70,32,73,59,40,65,32,43,32,2,4,42,5,5,48,37,45,15,25,47,80,60,80,41,46,70,72,2,24,61,53,65,71,28,78,33,15,68,77,72,32,71,47,73,44,70,56,53,53,58,23,67,44,60,68,55,97,52,78,49,33,46,37,57,9,7,9,11,18,39,54,61,66,43,38,72,33,21,51,61,40,45,41,44
2016-12-01,49,50,56,42,64,67,64,77,63,73,69,16,6,13,4,22,10,15,13,13,35,19,66,33,13,23,17,18,9,18,26,32,18,56,63,35,71,32,81,37,60,14,54,25,35,14,43,18,36,20,33,15,13,41,62,30,38,19,26,43,92,76,48,67,51,24,25,39,33,16,18,44,27,12,31,71,74,58,72,39,4,61,52,66,58,57,47,55,31,52,52,35,36,53,42,71,43,66,29,57,62,63,37,65,53,37,54,30,38,30,3,5,27,6,5,61,43,59,19,37,50,100,64,100,53,39,61,59,2,21,61,69,66,93,55,74,51,20,84,72,86,40,87,57,90,50,80,68,58,48,74,29,69,67,65,62,52,77,49,75,57,43,44,36,65,10,9,10,14,24,37,50,53,67,39,36,61,34,27,46,93,36,48,40,49
2017-01-01,27,33,43,37,36,69,64,77,66,75,63,23,7,21,8,20,12,17,15,14,35,26,49,51,22,27,28,32,18,29,31,42,20,44,59,48,74,42,72,42,57,21,48,28,31,17,49,20,44,25,30,13,16,38,77,33,42,28,35,50,100,76,42,69,53,24,25,30,27,15,22,46,18,14,22,74,84,59,76,37,4,67,56,75,62,69,56,69,52,62,61,40,43,59,51,67,40,58,26,56,25,65,31,32,54,42,56,33,43,33,21,17,34,21,5,54,40,52,17,28,49,81,59,81,45,43,69,69,2,22,40,41,34,55,37,57,34,20,40,57,44,24,44,29,44,39,45,64,30,51,52,16,60,43,38,61,60,86,53,76,53,36,48,44,61,13,9,13,14,26,35,59,59,80,39,35,69,30,18,47,88,28,39,39,33
2017-02-01,28,33,43,39,35,68,67,80,68,78,64,16,8,27,6,22,16,18,17,16,37,31,50,50,23,32,39,36,27,37,28,36,38,59,53,53,71,47,72,50,60,24,49,26,40,17,45,22,43,29,37,15,13,40,48,35,54,26,38,64,88,69,45,64,48,23,28,30,26,17,20,47,19,13,23,73,79,64,75,42,4,65,56,74,65,85,59,82,43,71,57,42,41,61,53,67,44,64,28,51,23,64,25,27,57,42,66,34,46,34,25,40,40,45,5,50,39,46,17,26,52,87,63,87,56,38,71,65,3,25,32,38,28,53,33,53,29,15,29,58,41,23,40,29,41,35,41,59,27,49,51,17,56,43,37,55,53,88,51,70,58,35,41,37,58,10,7,10,11,20,38,57,64,70,40,33,64,32,19,47,75,36,48,40,40
2017-03-01,34,30,39,36,32,73,72,83,76,87,61,21,9,17,5,25,21,25,22,22,40,29,44,53,27,36,43,39,34,47,30,36,29,95,61,55,78,51,75,57,86,20,51,32,37,17,51,23,39,24,38,16,20,37,51,36,53,28,43,63,51,59,48,31,25,25,24,33,31,15,25,51,24,19,30,81,90,62,82,51,5,71,69,80,74,86,69,73,61,63,60,47,46,68,62,61,44,69,27,59,28,99,27,39,71,44,71,36,48,36,9,80,42,35,5,55,40,52,17,28,50,85,60,84,49,44,75,70,3,22,34,38,32,51,22,53,29,16,34,60,49,26,48,35,49,34,41,55,30,52,50,15,61,38,44,55,57,89,50,77,63,36,43,35,59,9,7,9,12,22,40,60,65,83,51,38,62,31,22,46,77,46,58,50,47
2017-04-01,54,36,48,42,38,77,79,97,85,90,75,24,7,24,7,37,44,40,39,39,40,37,55,53,31,45,44,46,50,57,42,51,28,88,70,61,70,59,70,69,72,18,63,35,40,21,43,23,53,28,38,14,17,35,54,41,60,38,51,71,34,43,59,13,10,23,29,60,26,15,29,50,36,20,52,78,85,60,90,58,5,73,73,100,77,75,68,74,51,72,60,60,50,72,68,72,41,68,28,55,46,81,31,59,65,45,81,37,49,38,4,40,39,39,5,58,39,56,19,31,52,87,62,87,47,57,83,72,7,20,33,46,53,59,19,65,28,16,37,51,37,23,36,25,37,34,49,55,44,56,62,22,66,55,53,55,58,85,49,71,49,38,41,27,60,17,11,17,18,28,39,57,67,75,60,34,56,31,21,49,68,27,36,39,43
2017-05-01,46,34,49,43,40,76,78,93,90,90,84,24,7,17,5,38,44,42,38,41,42,45,56,60,40,59,52,58,61,72,38,49,23,80,72,63,77,63,74,77,77,29,61,30,33,18,47,26,50,31,38,14,17,38,62,40,59,39,56,71,22,34,53,6,5,25,26,54,26,15,35,61,36,25,54,85,89,65,84,56,5,73,73,91,82,80,71,77,56,74,68,56,52,78,69,70,38,79,26,66,35,84,33,52,70,48,77,38,50,38,1,7,34,32,5,54,43,53,19,32,57,84,67,84,48,69,89,76,17,22,27,47,56,57,33,60,30,18,37,47,34,20,32,24,33,37,50,53,46,58,60,24,64,51,56,51,58,82,47,72,52,42,43,30,64,14,8,14,13,20,40,66,69,61,60,38,61,37,16,44,73,23,45,34,37
2017-06-01,32,35,46,42,41,76,78,90,86,92,92,19,7,15,4,41,46,42,39,39,41,53,60,70,50,62,58,62,61,76,36,44,19,71,65,61,78,61,79,80,81,39,80,29,42,22,53,26,49,31,36,15,18,37,66,42,65,42,57,77,22,33,49,6,4,25,27,44,26,16,34,50,38,25,57,86,88,66,95,56,5,70,72,88,79,77,76,85,66,69,60,56,52,76,73,71,40,81,28,67,30,87,34,45,71,54,76,40,52,38,2,3,39,54,5,58,41,58,21,33,60,84,68,84,55,66,88,76,29,26,44,48,58,60,41,54,27,15,28,42,38,24,37,24,37,36,51,53,50,55,66,23,69,53,53,49,53,80,46,68,56,49,44,32,68,13,7,13,12,16,39,64,68,68,57,32,56,26,19,48,72,15,42,43,34
2017-07-01,34,39,50,46,43,82,78,95,90,95,74,17,9,22,6,47,51,45,41,41,40,70,70,93,63,77,80,83,86,88,36,46,22,62,61,65,79,67,74,82,77,27,68,32,40,29,45,26,59,39,36,15,22,38,72,41,65,34,58,79,20,34,48,7,6,25,30,38,28,17,33,43,38,23,56,91,88,70,100,64,5,79,74,92,83,82,67,83,68,82,73,58,54,86,82,67,37,81,30,66,29,97,36,45,70,49,77,40,52,39,1,2,29,53,5,58,43,57,26,33,73,88,79,88,63,69,85,72,23,11,45,53,60,64,42,52,31,18,33,49,38,23,37,25,37,42,55,59,48,56,75,27,72,56,67,52,66,83,55,76,63,66,38,26,77,14,8,15,14,19,39,64,68,68,54,37,57,30,17,43,82,17,46,44,35
2017-08-01,34,36,48,45,40,80,78,91,83,98,80,26,9,18,5,38,39,37,36,34,39,57,65,84,55,68,72,78,83,83,37,48,25,65,74,66,81,64,77,77,88,30,73,30,42,26,35,27,57,32,31,15,20,36,64,36,68,33,51,78,26,37,52,12,8,29,25,31,34,18,33,48,42,26,59,86,89,74,93,74,5,79,75,89,79,91,75,76,71,71,75,63,57,84,73,77,45,78,30,64,30,86,35,45,68,47,81,41,52,40,1,4,27,52,5,61,44,57,25,31,75,89,75,88,58,60,89,74,10,19,32,49,49,62,26,63,41,19,44,55,39,20,38,27,39,41,52,60,42,58,73,28,70,54,76,54,76,84,61,82,62,65,39,27,78,17,11,17,18,28,41,67,67,76,61,40,63,30,23,50,76,26,45,38,41
2017-09-01,31,35,52,42,38,76,79,84,78,92,86,20,8,29,10,36,26,28,29,27,33,36,58,53,35,46,43,49,47,52,30,37,28,79,71,57,73,52,73,67,86,29,74,31,56,28,42,27,50,31,37,15,18,42,65,32,55,31,41,65,37,43,51,17,14,26,30,28,28,15,25,52,39,20,51,79,87,65,87,65,5,70,74,80,73,82,66,90,64,77,69,52,51,78,71,64,44,75,27,59,44,74,28,53,62,45,80,39,50,39,2,20,48,32,5,60,41,57,23,33,65,91,68,91,56,54,87,74,7,26,26,48,41,60,25,65,39,22,43,58,43,25,43,31,44,41,52,59,37,53,70,22,100,53,57,56,73,86,57,78,54,55,39,29,72,23,18,23,24,34,38,61,65,74,58,38,65,33,18,50,58,34,40,40,40
2017-10-01,41,33,51,39,39,74,76,82,77,88,79,21,7,19,12,26,16,21,20,20,26,25,47,38,23,32,34,35,27,37,38,47,17,59,66,47,66,48,69,59,70,16,67,26,44,25,49,24,47,28,40,16,20,34,68,29,37,24,29,47,43,51,54,26,21,22,26,26,28,15,23,51,31,15,36,76,82,60,83,57,5,68,70,79,73,79,58,79,56,75,61,46,48,67,58,62,45,64,28,59,74,76,25,77,61,42,73,36,46,35,2,9,46,7,5,56,41,55,21,29,59,86,65,86,56,53,77,67,3,31,56,47,41,65,38,53,29,17,41,55,39,25,38,31,39,42,52,60,36,50,59,23,66,48,54,62,64,90,52,78,50,43,38,33,66,17,9,17,14,16,36,62,63,68,57,37,64,31,14,51,56,41,45,46,42
