date,841_costco,841_superstore,841_sobeys,841_no frills,841_walmart,47_ford,47_toyota,47_dodge,47_honda,47_nissan,1190_wolseley,1190_ford,1190_chrysler,1190_automotive,1190_gm,1191_bmx,1191_velo,1191_bicycle,1191_bikes,1191_bike,1140_canoe,1140_bateau,1140_sail,1140_kayak,1140_boat,1213_camper,1213_trailers,1213_rv,1213_roulotte,1213_trailer,1013_cars,1013_classic cars,1013_tucker,1013_encan,1013_vintage,1214_hebdo,1214_trucks,1214_trailers,1214_truck,1214_trailer,806_mclaren,806_spartan,806_lamborghini,806_performance,806_bugatti,810_electric car,810_motor,810_hybrid,810_prius,810_toyota,1317_morris,1317_smart,1317_mini,1317_buddy,1317_door lock,273_yamaha,273_harley davidson,273_motorcycles,273_motorcycle,273_harley,148_arctic cat,148_polaris,148_atv,148_ski doo,148_skidoo,1147_aircraft,1147_airplane,1147_titan,1147_cessna,1147_plane,1212_yamaha,1212_roller,1212_scooters,1212_vespa,1212_scooter,610_truck,610_ford,610_suv,610_dodge,610_vans,815_bmw,815_ford,815_toyota,815_dodge,815_honda,1294_points,1294_permis de conduire,1294_speeding ticket,1294_driving test,1294_speeding,170_address change,170_plate,170_license,170_driving,170_driving school,138_mechanic,138_tools,138_auto repair,138_apk,138_automotive,89_tires,89_auto parts,89_garmin,89_tire,89_parts,473_cars,473_autotrader,473_car,473_used,473_auto,803_auto show,803_home show,803_convention centre,803_car show,803_2010,121_super,121_circulaire,121_super c,121_grocery,121_iga,276_restaurants,276_pizza pizza,276_restaurant,276_pizza,276_tim hortons,650_home depot,650_doors,650_wood,650_air conditioner,650_portail,73_sears,73_walmart,73_canadian tire,73_store,73_walmart canada,355_livres,355_librairie,355_books,355_renaud,355_livre,1146_games,1146_game,1146_eb,1146_ebgames,1146_eb games,18_amazon,18_walmart,18_netflix,18_canadian tire,18_kijiji,1225_costco,1225_outlets,1225_wholesale,1225_costco hours,1225_outlet,270_light,270_ikea,270_lighting,270_ikea canada,270_furniture,659_shell,659_gas station,659_oil,659_alberta,659_gas,1268_costco,1268_gas prices,1268_costco gas,1268_gas,1268_gas buddy,38_desjardins,38_insurance,38_assurance,38_blue cross,38_saaq,844_scanner,844_display,844_barcode,844_rfid,844_pos,614_cineplex,614_centre bell,614_ticketmaster,614_vancouver,614_ticket
2020-09-01,64,51,59,74,46,83,89,79,78,91,79,32,6,18,9,37,37,33,38,46,17,36,55,35,40,65,46,58,50,63,30,41,29,79,95,42,69,59,79,81,84,13,58,31,32,29,43,38,50,42,41,15,21,46,79,34,43,27,39,52,35,53,62,19,19,21,21,36,29,15,28,80,44,22,69,91,92,83,73,71,5,78,84,75,69,83,91,93,72,81,89,72,69,89,87,78,52,87,22,65,54,90,26,61,83,41,57,37,47,38,1,2,9,9,4,77,80,77,30,46,56,80,61,80,69,71,96,88,7,52,2,58,45,73,49,68,43,22,45,64,39,25,38,45,39,69,58,55,50,29,74,17,79,47,54,75,93,87,75,97,58,63,33,21,67,18,6,18,12,15,57,90,81,56,88,47,73,44,17,76,24,1,3,5,6
2020-10-01,72,56,62,69,50,84,84,78,76,87,83,25,6,20,7,29,27,23,29,29,13,27,53,18,25,45,35,36,31,44,30,42,24,93,83,42,65,53,82,70,64,12,47,29,33,33,46,36,40,37,40,16,20,43,62,31,33,24,27,43,47,64,62,32,33,19,21,37,29,13,27,71,30,16,50,89,85,78,69,57,5,75,82,75,68,80,89,79,75,71,90,71,65,83,80,81,54,91,24,66,86,91,25,91,83,40,54,34,46,38,0,1,8,3,4,78,80,78,30,45,47,82,49,82,66,70,93,83,5,59,2,60,45,69,53,69,38,17,58,69,30,24,27,29,28,82,63,56,53,27,79,15,84,47,54,83,89,91,68,98,52,59,36,23,66,19,6,19,12,15,58,81,73,60,90,43,66,40,18,64,1,1,2,5,5
2020-11-01,100,61,58,58,68,78,76,72,65,77,71,20,5,22,11,20,21,18,23,23,9,20,65,15,16,34,21,22,18,23,31,40,25,60,92,39,65,39,79,54,54,8,43,29,36,33,39,32,32,32,34,18,15,38,60,29,31,20,24,39,67,73,51,49,51,18,19,34,27,11,20,77,28,15,46,82,80,65,66,62,4,66,72,65,57,70,69,82,62,72,83,59,58,74,70,81,57,90,22,63,72,84,28,77,76,35,45,32,41,34,0,2,5,3,4,76,78,76,29,42,40,73,44,73,63,64,82,82,4,61,2,84,72,83,100,72,54,22,89,91,68,38,69,80,71,99,98,53,76,27,92,19,90,49,72,100,90,92,68,98,47,49,34,22,58,18,6,18,11,14,53,74,68,59,79,43,66,35,14,71,1,1,2,4,5
2020-12-01,94,76,74,73,83,73,69,65,55,64,65,24,6,17,7,17,17,17,21,21,8,19,68,14,16,30,20,20,14,23,33,44,40,63,81,32,63,36,78,52,51,10,39,27,30,35,42,33,33,33,30,16,12,47,67,31,33,19,22,41,81,81,49,65,68,20,22,71,27,14,21,87,19,13,35,79,77,65,63,56,3,63,62,60,48,53,61,49,44,49,77,58,52,60,56,70,54,73,24,59,37,80,31,48,72,32,42,28,35,29,0,1,4,2,4,94,92,94,34,58,36,78,45,78,78,59,78,84,3,48,2,92,66,91,94,78,61,25,100,87,62,37,63,65,64,100,100,62,72,24,93,22,90,56,71,91,79,83,59,87,54,56,31,20,62,18,6,18,11,11,55,64,63,63,61,52,76,43,15,76,1,2,2,5,7
2021-01-01,77,52,56,63,52,82,66,69,54,64,67,34,8,20,19,15,18,18,23,23,9,24,51,16,22,41,33,31,25,35,30,44,28,50,100,34,67,50,84,61,52,12,40,30,28,38,44,30,33,34,28,14,14,42,61,34,34,21,24,42,94,92,53,76,77,19,20,77,28,14,20,78,13,16,27,79,84,70,69,47,3,73,63,67,49,72,68,66,51,58,88,61,100,69,65,71,54,69,25,56,23,67,25,34,62,33,44,29,37,30,1,1,9,3,4,84,84,85,30,50,26,73,37,73,56,62,87,87,3,52,2,65,47,58,64,74,41,23,62,67,32,72,31,34,32,86,66,60,48,24,73,5,80,39,34,90,82,86,67,87,51,48,33,29,57,21,8,21,13,16,52,67,63,61,63,45,64,40,12,80,0,2,1,6,5
2021-02-01,69,45,58,65,47,80,77,74,61,74,80,30,7,18,16,17,26,19,28,25,11,29,57,23,24,46,40,38,43,45,34,49,24,60,78,41,72,54,87,66,70,14,38,32,29,42,47,39,39,44,33,16,19,42,50,36,40,27,28,51,97,100,55,100,100,21,20,76,27,14,23,89,14,16,30,82,93,83,70,46,3,74,73,71,52,69,72,68,56,58,83,56,81,71,67,75,51,68,24,58,24,60,24,36,58,35,47,31,40,33,1,2,5,5,4,83,80,81,29,43,40,78,44,78,51,63,88,93,3,73,2,58,42,56,52,69,39,18,55,69,28,48,27,26,27,76,61,56,45,24,73,9,72,39,42,73,78,86,61,86,53,55,34,25,66,26,9,25,16,21,55,65,72,62,60,40,69,38,13,81,8,3,2,6,7
2021-03-01,69,40,53,55,42,82,92,78,78,88,76,26,10,17,12,35,72,43,51,63,15,39,48,41,34,62,53,52,54,61,32,43,39,89,66,47,72,67,85,85,69,14,40,33,24,42,50,45,50,53,35,15,18,43,56,44,54,33,44,65,65,95,65,48,50,20,18,68,29,13,35,82,29,24,67,95,96,93,74,64,4,77,89,77,67,80,84,79,72,68,88,70,73,83,87,76,55,75,21,62,42,77,25,55,73,39,54,35,45,39,1,3,14,6,4,77,75,77,26,40,47,78,49,78,94,78,100,96,7,52,1,54,45,54,51,67,34,20,50,60,24,28,23,26,23,71,56,49,52,26,74,13,66,35,49,70,78,88,54,97,56,56,35,22,62,30,12,29,18,19,62,72,100,66,71,36,63,35,14,83,19,2,2,6,5
2021-04-01,75,58,62,71,54,100,88,79,79,85,72,34,7,17,10,41,85,54,57,78,19,46,50,54,40,65,50,54,57,67,30,42,32,78,72,46,72,71,88,95,67,14,47,33,26,39,43,43,44,42,45,14,22,43,79,43,60,39,49,70,26,56,69,11,11,18,18,61,27,13,32,82,39,28,90,94,91,73,72,68,4,84,85,76,66,70,90,69,53,62,95,69,70,68,65,78,53,75,21,66,50,76,27,66,76,36,51,33,40,38,1,2,28,4,4,80,70,80,32,45,32,76,41,76,68,94,95,100,12,53,2,64,68,57,58,70,33,18,50,63,22,20,21,20,21,75,66,50,67,26,80,9,69,45,40,64,71,79,52,86,54,61,34,22,65,28,10,28,17,19,58,70,94,63,85,28,65,28,11,72,7,4,3,6,4
2021-05-01,73,57,63,66,55,88,82,73,79,78,86,31,5,17,9,47,75,55,55,79,23,57,51,73,49,72,49,69,72,73,32,49,29,73,74,42,71,68,80,98,94,13,48,30,28,40,41,42,42,42,34,16,18,47,91,42,59,37,49,69,20,46,62,6,7,19,20,45,32,14,40,84,42,32,100,100,100,74,70,63,4,79,80,73,66,80,94,76,51,70,100,66,73,71,62,84,53,76,20,64,38,78,28,56,78,36,50,33,40,35,0,2,48,6,3,79,74,78,30,44,34,76,46,76,68,97,90,99,28,52,2,64,79,57,64,70,33,19,49,66,20,20,19,22,19,76,65,46,79,25,77,6,68,43,35,61,67,71,51,78,54,68,35,22,83,30,11,30,18,18,55,68,83,51,80,40,59,35,9,69,10,13,7,8,8
2021-06-01,71,51,62,58,51,84,86,72,78,78,100,25,7,16,8,39,64,45,46,63,23,66,69,88,61,81,55,77,70,75,31,43,29,58,80,37,73,64,83,93,76,10,47,33,29,40,51,45,43,44,40,16,18,40,68,37,55,37,50,69,17,39,51,5,7,20,19,42,29,13,30,78,45,38,97,98,94,82,73,60,4,72,86,69,70,85,84,82,83,71,83,69,71,85,86,86,45,82,20,71,29,78,30,51,73,36,47,34,42,36,0,1,39,13,3,83,70,84,29,48,57,81,69,80,77,100,87,89,100,66,2,67,71,58,53,63,28,18,46,53,23,22,21,21,22,68,67,43,70,22,76,19,68,44,60,57,65,72,46,81,55,82,34,24,78,32,10,32,18,20,59,70,82,51,74,36,59,32,11,79,35,23,9,11,11
2021-07-01,68,48,61,60,48,81,97,77,83,87,80,24,8,15,8,41,66,39,42,55,24,73,61,98,74,96,63,89,90,87,33,45,40,57,86,40,72,65,86,92,81,13,53,28,28,51,42,59,57,59,31,14,14,59,83,39,58,36,50,70,18,39,51,8,7,18,21,39,26,15,32,65,49,40,97,99,91,93,83,68,4,75,94,73,74,78,95,76,100,94,87,71,74,99,100,100,45,89,24,69,31,80,31,52,72,38,51,37,45,37,0,2,32,21,4,84,64,84,33,45,87,92,96,92,89,85,88,79,42,25,2,60,61,66,43,70,35,19,47,56,24,23,23,24,24,63,61,47,62,23,76,26,66,44,66,61,77,75,52,93,64,100,33,21,91,43,15,43,23,28,57,73,75,50,70,45,57,37,12,71,61,14,12,16,12
2021-08-01,66,43,57,55,43,80,97,73,83,96,81,22,4,18,10,39,54,34,39,48,24,64,53,80,57,83,60,75,81,78,36,44,27,51,93,43,71,64,83,90,76,12,57,29,31,47,48,58,58,57,30,14,20,49,75,34,51,34,43,64,23,43,51,10,11,22,25,36,30,17,33,65,44,33,91,98,90,100,75,81,4,74,95,69,74,83,90,72,87,71,88,81,76,100,97,91,42,91,23,71,32,81,29,49,67,41,51,38,49,37,1,2,22,32,4,78,62,77,36,44,100,85,100,85,93,78,88,79,27,52,2,57,46,67,41,72,46,19,52,63,22,21,21,23,20,61,58,47,53,22,77,28,65,43,69,62,80,74,54,90,58,97,32,19,88,38,13,37,21,25,55,75,75,53,72,33,71,31,14,75,59,4,15,15,19
2021-09-01,68,44,57,62,45,76,89,69,77,87,82,26,8,20,10,28,39,27,29,30,15,33,47,40,35,58,42,52,51,55,32,46,25,71,86,42,67,55,78,75,76,14,43,26,23,44,43,51,54,57,32,16,18,40,70,31,40,26,32,52,29,50,48,18,19,21,20,32,30,15,30,60,34,24,70,88,91,76,68,69,4,69,89,62,69,77,90,74,83,64,97,75,73,88,89,84,46,84,19,69,47,76,26,56,64,37,50,36,43,37,1,4,27,25,4,87,64,87,33,45,78,79,83,79,99,69,86,76,7,61,2,56,40,60,39,72,37,18,49,61,22,23,20,19,21,67,58,47,50,21,73,21,60,42,64,65,73,77,50,87,57,83,32,24,83,32,10,32,18,19,55,77,76,57,69,39,58,34,16,80,40,15,24,17,23
2021-10-01,72,47,59,58,47,77,92,69,73,81,83,26,6,17,10,20,25,19,22,23,11,25,44,27,23,44,31,40,31,42,30,40,21,57,78,34,69,46,77,72,59,18,46,25,20,55,44,65,55,65,31,16,11,47,64,27,34,22,28,43,35,57,52,23,26,20,23,31,28,13,26,65,26,18,51,87,87,85,63,63,4,69,88,60,67,97,78,79,75,72,69,60,62,78,80,86,52,79,19,67,67,72,22,74,64,38,45,34,42,36,1,8,24,6,4,80,64,80,31,41,69,78,79,78,97,68,86,78,5,71,1,57,41,64,43,66,32,18,51,65,26,29,25,24,26,72,59,53,50,20,77,19,60,42,60,72,74,84,54,91,55,81,35,28,87,54,22,53,30,32,51,72,75,62,68,44,67,37,16,70,55,29,30,21,26
2021-11-01,89,41,49,49,53,73,85,67,67,81,91,28,8,22,10,17,17,15,18,19,7,19,59,23,15,34,18,27,18,24,24,32,28,57,88,29,65,38,82,55,59,14,39,26,24,62,41,60,45,55,38,16,12,47,68,25,27,17,21,33,47,62,40,41,41,17,19,32,24,13,17,78,23,16,44,85,79,72,63,61,3,65,84,56,60,82,81,75,59,65,68,64,60,74,67,93,54,94,19,74,75,77,28,87,63,34,37,32,39,34,1,2,24,3,4,79,69,78,27,39,61,75,76,75,90,63,79,78,4,92,3,67,60,71,72,71,42,18,63,74,32,42,31,28,31,85,78,48,76,19,85,24,60,39,79,80,70,83,53,90,61,76,35,23,88,44,17,45,25,30,54,73,72,64,61,36,75,39,16,71,59,34,29,21,25
2021-12-01,87,65,74,63,72,70,75,61,56,62,80,24,6,20,7,14,15,13,14,16,7,18,57,17,13,24,15,20,11,17,28,39,27,55,75,26,64,30,80,44,47,16,37,27,21,41,40,42,41,47,29,16,13,50,78,26,31,17,18,37,61,72,39,51,58,20,22,36,25,13,18,78,14,13,33,72,75,68,54,52,3,62,70,51,51,64,83,57,51,46,62,51,50,61,55,75,52,78,19,63,43,62,24,54,53,31,35,28,35,31,1,2,25,3,3,97,81,98,34,53,61,81,72,81,100,53,68,65,3,62,2,74,56,78,63,69,56,20,85,79,31,58,28,24,29,88,77,52,70,18,90,23,61,48,76,75,61,73,46,80,65,73,29,19,74,36,11,36,19,18,52,65,63,63,49,44,66,40,17,53,39,18,32,21,27
2022-01-01,74,50,57,63,45,75,85,64,59,70,84,31,5,16,11,12,19,13,18,18,7,20,48,21,17,38,27,30,23,30,32,43,25,47,87,32,86,38,93,53,49,15,35,25,23,42,43,52,40,53,30,14,12,44,52,28,32,21,23,41,88,89,45,71,82,20,23,53,25,17,19,76,10,16,25,88,82,77,59,43,3,69,80,57,53,80,85,65,74,57,69,52,56,69,62,80,56,67,22,60,26,62,24,41,55,35,39,32,40,31,1,5,18,6,4,100,75,100,37,53,41,75,48,75,71,60,80,79,4,71,2,58,41,54,41,76,38,18,58,75,17,36,16,12,16,75,58,55,46,18,75,12,58,35,51,72,75,78,53,89,59,65,33,22,71,38,14,38,21,21,54,68,70,66,49,38,68,37,13,51,4,6,13,12,13
2022-02-01,60,38,58,59,44,73,87,64,60,73,71,29,7,20,9,13,22,15,21,20,10,19,42,33,19,37,29,35,25,34,29,37,30,54,91,34,82,40,100,55,64,13,34,27,23,52,43,64,54,64,38,15,10,47,51,28,36,20,25,45,69,83,44,87,88,23,22,55,24,15,24,77,16,19,31,89,79,84,61,49,3,65,84,54,54,73,77,65,56,54,80,100,66,76,71,73,50,71,20,60,24,65,20,34,56,36,43,33,43,35,2,14,22,7,4,88,68,86,29,42,63,76,75,76,68,57,83,70,5,100,2,48,30,51,37,64,29,18,51,58,13,26,12,11,12,67,49,45,37,17,67,13,62,33,53,63,61,75,46,77,63,71,36,24,80,56,26,56,34,34,50,69,76,70,53,37,72,28,16,57,54,16,26,20,26
2022-03-01,68,37,49,55,42,74,97,67,72,79,87,25,5,19,8,21,37,26,31,31,12,26,42,41,23,42,34,37,30,40,30,43,27,86,89,36,66,49,83,65,62,13,32,28,19,100,45,100,74,100,44,17,19,59,60,33,39,26,36,52,51,65,41,35,36,20,22,42,24,15,29,68,28,26,57,89,83,96,60,61,3,67,94,62,64,75,80,73,73,58,65,77,66,82,82,77,50,79,19,69,32,73,20,46,64,38,47,37,42,37,1,33,33,11,4,86,73,87,27,40,66,76,76,76,86,62,91,74,9,68,2,47,32,49,34,68,31,16,44,59,12,29,11,13,11,66,50,41,40,18,69,18,62,29,56,61,62,75,44,81,78,77,44,32,100,100,81,100,100,92,57,79,91,79,63,37,73,30,15,62,64,37,39,28,31
2022-04-01,77,44,58,61,52,73,100,70,77,82,76,18,7,15,7,27,65,32,37,48,14,33,43,50,29,52,35,43,43,52,28,39,22,69,82,37,74,52,81,79,58,15,38,28,24,78,41,75,59,75,33,16,17,43,48,36,53,32,44,63,24,42,48,12,13,22,25,41,24,25,32,80,29,30,77,93,86,84,65,71,4,67,100,64,67,88,90,79,60,70,70,83,70,80,80,99,48,95,20,68,47,82,25,63,74,39,44,37,46,37,1,36,33,29,4,89,71,90,32,45,73,77,79,77,78,74,84,81,15,73,1,56,45,53,38,64,32,17,44,58,11,28,10,9,10,67,57,42,52,19,77,22,63,41,68,59,64,69,43,81,65,76,37,22,82,64,26,64,41,32,57,77,86,64,71,34,68,30,18,62,50,31,44,34,38
