date,569_cineplex,569_cinema,23_theatre,23_dance,47_honda,47_ford,815_honda,815_ford,170_driving,170_license,249_desjardins,249_blue cross,71_pizza pizza,71_pizza,276_restaurant,276_restaurants,634_clinic,634_dr,250_hopital,250_hospital,168_fire,168_emergency,437_anxiety,437_depression,11_home depot,11_ikea,29_mls,29_real estate,96_real real,96_remax,18_kijiji,18_walmart,67_air canada,67_hotel,179_hotels,179_hotel,5_google,5_apple,68_boots,68_shoes,78_xbox,78_videotron,696_or,696_bijoux,329_acces d,329_cra,95_staples,95_desk,423_bankruptcy,423_hollywoodpq,279_credit,279_mortgage,1160_pret,1160_business,813_student,813_tuition,466_calculator,466_mortgage,468_lease,468_calculator,46_plant,46_farm,750_forestry,750_forest,747_fish,747_salmon,121_circulaire,121_iga,123_smoke,123_cigarettes,697_boots,697_shoes,1176_printing,1176_vistaprint,1268_gas,1268_gas prices,288_bottle depot,288_plastic,248_side effects,248_pharmacy,30_hp,30_kingston,287_valve,287_generator,612_oscar,612_car wash,13_mail,13_google,31_java,31_windows,7_td,7_rbc,38_desjardins,38_insurance,969_lawyer,969_law,477_architecture,477_architects,25_circulaire,25_marketing,380_vet,380_animal hospital,1010_vacations,1010_voyage,726_acces d,726_acces,76_passport,76_canada,74_college,74_school,256_clinic,256_dr,508_assurance emploi,508_chomage,20_nhl,20_hockey,1199_abstract,1199_ordre,144_laser,144_hair removal,748_tractor,748_deere,48_construction,48_doors,255_clinique,255_clinique médicale,50_tracking,50_canada,664_logistics,664_distribution,60_jobs,60_job,802_jobs,802_developer,621_canning,621_kraft,1140_boat,1140_kayak,841_superstore,841_walmart,289_trailers,289_trucks,665_ship,665_traversier,662_air france,662_air,354_customs,354_canada,666_railway,666_rail,1150_tracking,1150_canada,277_beer,277_lcbo,650_doors,650_portail,651_pont,651_bridge,652_contracting,652_contractors,158_home depot,158_paint,1143_netflix,1143_dvd,70_gift,70_birthday,271_appliances,271_vacuum,270_ikea,270_furniture,794_gps,794_garmin,233_gas,233_hydro,473_auto,473_cars,1339_carpool,1339_ride,932_fifa,932_madden,882_pet,882_dog,94_fitness,94_yoga,293_bridal,293_wedding,205_car rental,205_taxi,208_niagara falls,208_toronto,1081_cottage,1081_rentals,73_walmart,73_store,1188_gps,1188_garmin,185_louis vuitton,185_fashion,610_ford,610_truck,206_cruise,206_cruises,1003_luggage,1003_backpack,918_pizza pizza,918_pizza,355_livres,355_librairie,145_massage,145_spa,894_macbeth,894_theatre,960_emploi,960_quebec emploi,961_resume,961_cover letter,378_for rent,378_rent,465_home insurance,465_insurance,1164_survival,1164_economist,784_finance,784_dow,1209_bbc,1209_news,396_election,396_election results,408_toronto,408_news,832_carpet,832_flooring,952_piscine,952_pool,1139_td,1139_monnex,107_tsx,107_stock,903_rrsp,903_ttc,343_access,343_sql,77_paypal,77_sql,278_tva,278_tax,1300_omnivox,1300_cegep,730_git,730_github,341_salesforce,341_crm,334_expo,334_exhibition,314_security,314_avg,718_accenture,718_outsourcing,728_server,728_servers,1162_cra,1162_cra login,53_godaddy,53_domain,342_dashboard,342_erp,1159_project,1159_management,1214_trailers,1214_trucks,670_potash,670_homemade,12_acces d,12_canada post,566_fabric,566_fabric fabric,672_epoxy,672_glue,673_couleurs,673_couleur,49_covid,49_manufacturing
2017-10-01,63,59,47,50,77,74,73,68,67,48,55,66,84,84,65,59,79,74,94,76,69,11,88,59,40,64,33,38,31,47,50,52,62,51,34,48,91,54,56,81,25,46,1,46,49,9,61,34,51,12,75,38,41,26,37,49,71,39,57,77,19,89,18,49,45,75,41,29,52,85,54,83,64,59,14,9,44,56,54,26,31,65,68,70,4,35,48,53,20,22,84,82,36,63,82,72,37,30,47,42,61,52,29,37,49,49,23,45,54,62,83,84,13,15,47,34,64,35,62,60,73,69,61,78,67,79,28,37,64,58,76,26,48,63,29,4,23,38,33,39,47,64,28,24,8,19,15,22,23,38,27,31,61,37,77,31,34,52,83,56,39,53,59,18,20,46,74,58,64,78,20,25,55,42,35,42,30,44,5,21,53,58,62,69,42,38,38,66,52,28,15,37,47,65,21,25,61,51,82,76,40,47,53,40,86,86,54,30,85,63,23,33,41,31,33,32,68,68,27,42,33,21,18,3,50,56,2,2,43,69,69,62,14,26,55,30,16,16,24,20,30,29,66,28,35,33,34,41,84,67,75,29,33,15,32,3,15,15,17,25,8,6,62,18,20,37,47,47,47,66,18,41,49,30,62,62,32,21,73,64,0,33
2017-11-01,72,69,53,48,72,70,66,64,59,42,55,73,80,80,63,53,80,76,91,73,57,9,88,61,40,64,28,34,28,37,46,83,60,48,27,43,100,61,81,84,40,50,1,63,51,9,68,34,55,9,78,34,32,28,38,59,63,35,57,80,16,36,19,48,40,47,43,29,51,70,83,85,69,100,19,13,38,53,54,26,35,64,71,71,5,43,49,57,19,22,86,82,35,58,77,76,37,28,68,42,64,55,38,42,51,52,23,46,62,60,82,84,15,17,44,30,60,34,64,65,69,60,60,72,68,71,34,43,62,57,74,25,41,43,14,5,14,34,35,49,38,68,30,19,5,15,18,21,22,44,33,38,56,33,72,31,24,47,74,48,42,46,62,19,42,42,76,68,65,85,22,29,57,31,33,39,37,42,3,20,56,63,61,75,34,30,34,63,48,24,12,35,63,77,22,30,62,57,77,77,35,40,79,43,83,83,72,40,95,64,40,36,39,30,30,31,64,65,23,38,31,19,25,3,47,58,1,0,40,67,79,59,11,19,50,27,20,24,29,21,31,29,71,28,26,32,33,41,84,67,76,27,26,12,30,3,17,14,19,27,8,6,64,15,23,38,52,42,37,70,25,45,52,37,57,57,29,23,51,59,0,32
2017-12-01,92,76,51,45,62,63,56,58,52,40,51,68,93,93,68,58,78,63,81,68,54,9,80,54,37,60,22,28,25,32,42,86,64,47,25,40,91,68,74,79,47,51,1,79,50,8,69,33,46,10,73,29,32,21,36,53,55,32,48,65,14,38,15,41,39,32,47,41,58,63,77,80,56,73,15,10,39,48,50,27,33,58,61,63,6,67,44,57,15,20,88,81,35,50,67,61,31,23,63,31,63,51,36,45,50,50,20,42,38,49,77,69,21,22,45,31,45,29,62,64,70,59,50,59,61,65,46,60,54,54,64,17,42,46,11,5,13,32,57,63,32,65,31,19,5,15,17,21,24,44,46,57,75,76,59,23,28,50,57,36,38,35,70,21,80,36,67,67,61,78,19,32,60,34,30,37,23,42,4,22,57,61,67,66,30,28,37,100,55,23,12,33,76,85,19,32,76,44,72,71,37,37,82,46,98,97,64,57,90,87,35,31,32,23,22,21,55,57,16,32,38,18,32,3,47,53,1,0,42,66,64,50,10,16,49,25,20,24,31,25,27,24,72,23,21,35,23,31,63,57,62,26,14,9,28,3,17,16,16,33,7,5,57,13,16,36,39,36,32,66,22,46,51,56,48,48,27,22,36,50,0,23
2018-01-01,85,69,42,53,67,73,63,70,66,43,54,85,81,81,60,55,87,82,94,76,56,10,96,59,36,67,30,37,33,44,42,46,74,59,36,49,92,55,49,64,35,44,1,47,47,10,65,38,68,10,86,50,41,24,49,77,80,51,56,78,18,32,17,58,39,39,44,33,52,72,48,66,61,57,15,10,41,57,50,27,34,62,73,76,28,73,44,51,17,21,89,85,35,59,73,74,35,32,46,39,62,52,64,72,47,47,34,51,50,67,87,88,22,22,41,33,89,32,72,69,68,55,56,70,78,99,35,43,62,49,91,30,51,68,10,6,25,44,32,36,38,65,30,22,6,19,16,20,26,48,34,39,54,27,70,29,17,48,75,47,36,45,65,18,28,47,66,57,69,74,19,28,55,37,33,40,19,41,3,20,51,64,82,92,63,49,42,77,53,24,25,47,43,54,19,28,64,52,82,72,52,63,73,42,87,87,68,32,84,74,28,31,42,32,38,42,77,76,25,38,40,21,35,4,45,52,0,0,44,69,68,61,12,17,51,27,23,33,45,21,32,28,67,28,35,44,22,47,78,77,74,31,31,12,33,3,21,15,16,39,9,6,65,17,22,35,47,46,38,67,28,43,48,38,54,54,32,20,50,60,0,33
2018-02-01,85,70,46,52,67,68,64,66,63,43,61,78,84,84,64,59,87,77,95,75,59,9,96,61,33,60,29,39,33,45,42,42,66,58,34,50,85,47,36,64,30,41,1,46,48,15,63,36,73,7,83,40,51,31,41,64,77,40,64,84,18,33,19,47,32,38,43,28,54,75,33,64,58,56,15,9,37,54,55,27,31,56,70,67,15,56,44,53,19,21,79,81,38,58,75,74,37,32,47,41,63,49,50,53,48,48,25,49,44,66,87,88,17,19,48,56,74,41,78,75,65,56,63,69,79,100,30,37,70,58,82,28,49,61,8,6,21,45,31,36,42,67,27,12,6,18,17,21,24,36,29,32,58,31,68,34,20,45,77,51,34,46,59,17,21,48,57,51,59,66,19,25,53,33,35,44,16,38,3,18,53,61,70,80,57,41,39,66,44,35,24,47,40,56,19,25,64,58,81,71,47,51,63,40,87,87,59,28,86,70,10,34,44,32,34,37,77,80,19,39,31,15,31,20,42,48,0,0,43,64,66,64,13,18,49,25,24,28,85,22,30,30,66,29,46,73,33,49,88,80,78,32,43,15,31,2,19,13,16,31,15,10,65,17,25,38,53,46,42,68,17,47,48,32,55,55,36,23,55,57,0,33
2018-03-01,80,74,46,59,77,79,73,73,73,49,68,82,85,85,66,59,82,76,95,74,60,10,99,60,40,64,36,43,35,52,46,48,66,58,37,53,89,47,29,78,35,45,1,46,54,29,61,35,70,9,89,46,46,29,44,80,81,45,75,100,23,40,18,54,41,49,44,31,58,75,24,78,64,57,23,15,47,62,56,28,31,65,76,72,54,77,45,51,19,22,85,83,43,62,82,76,36,31,52,41,64,56,36,46,54,55,25,50,43,54,82,83,17,18,43,26,54,51,74,72,68,60,68,78,73,84,30,38,69,57,86,29,56,71,9,8,26,47,34,37,54,71,29,23,7,19,16,25,27,44,29,32,68,40,78,27,25,55,77,53,40,55,60,18,22,47,61,59,64,77,19,26,59,24,38,44,17,45,3,13,55,69,70,77,59,40,41,65,54,34,28,45,44,57,19,26,62,57,87,83,43,51,68,47,82,83,61,30,81,67,24,32,44,30,35,40,89,87,21,39,30,17,28,13,44,51,1,0,45,65,73,69,19,22,47,27,20,25,53,22,29,29,65,29,40,99,28,38,88,78,77,30,35,15,32,2,23,16,17,39,29,19,64,16,26,47,47,48,55,73,18,41,55,31,57,57,40,24,56,69,0,30
2018-04-01,73,63,48,67,84,78,75,77,73,51,62,71,78,78,64,57,79,79,85,73,57,10,90,53,44,69,37,43,36,50,47,49,59,53,34,49,87,44,23,81,30,46,1,44,52,36,61,33,66,9,84,48,41,29,43,77,82,48,70,84,27,37,19,49,44,40,41,32,50,78,20,82,65,58,31,23,52,74,55,27,30,67,75,78,4,54,44,50,16,22,85,81,41,64,85,75,34,30,52,43,68,56,26,37,52,52,21,46,44,59,80,85,15,16,78,29,76,35,80,72,73,70,68,80,69,77,30,37,65,59,83,28,52,63,7,6,28,55,30,36,56,71,27,24,8,18,16,22,28,61,29,32,65,31,79,26,25,52,82,57,44,57,57,16,20,43,61,57,67,73,20,27,61,53,39,44,22,45,2,10,53,66,67,73,50,39,41,64,53,28,25,46,45,53,20,27,60,55,85,88,42,46,63,45,73,73,60,32,80,60,33,34,40,28,33,35,86,87,23,43,26,15,25,13,50,56,0,0,50,69,74,67,24,22,61,30,20,22,41,23,30,29,64,29,27,93,34,46,81,66,83,32,32,14,31,2,18,14,17,44,35,25,61,16,25,40,44,43,56,72,18,38,53,31,61,61,47,23,52,68,0,35
2018-05-01,67,53,47,70,90,80,83,74,79,56,60,61,76,76,70,61,83,80,93,73,70,21,86,54,59,63,38,44,39,52,50,53,57,52,38,50,85,42,15,86,22,42,1,45,54,22,61,31,70,9,86,50,45,25,41,66,85,51,73,90,41,44,21,58,53,50,45,33,55,78,14,89,61,53,32,22,56,74,53,27,28,69,84,78,4,64,42,51,16,21,84,85,40,73,85,81,35,27,60,38,73,63,19,28,54,54,20,48,39,58,84,88,14,13,62,21,66,39,78,71,83,92,73,92,74,75,31,37,70,52,88,30,60,68,8,3,42,67,35,41,58,73,28,32,7,19,18,22,30,71,30,31,75,42,92,27,35,57,91,65,58,60,54,14,22,45,65,55,60,66,22,32,67,53,40,45,19,55,3,11,54,67,59,62,49,100,46,63,64,35,33,49,51,56,22,32,64,52,84,84,41,45,59,44,75,75,59,33,81,62,42,35,40,26,34,35,91,90,36,49,23,16,24,9,47,56,2,0,46,74,69,62,47,54,72,39,20,22,26,18,29,28,64,28,24,40,28,38,100,69,86,31,25,12,32,2,19,15,15,23,22,15,63,17,28,45,43,43,58,74,13,47,55,30,57,57,45,24,50,75,0,34
2018-06-01,76,60,54,69,83,84,76,74,78,60,56,68,82,82,72,63,81,78,89,77,62,10,85,57,51,63,37,43,36,50,46,52,55,56,43,53,79,45,15,79,24,41,1,43,51,16,60,32,34,8,83,40,42,29,45,58,77,41,71,81,36,58,16,53,52,50,43,35,62,83,14,79,58,53,25,16,52,75,53,28,28,69,76,75,4,57,42,49,16,21,83,88,39,68,85,76,29,28,57,36,72,56,20,28,51,51,21,47,37,60,82,86,15,15,27,14,75,36,71,69,84,80,70,83,65,68,29,37,67,61,86,26,60,72,11,5,50,77,34,38,58,72,28,47,6,18,16,29,28,46,28,31,86,48,82,32,52,59,91,57,50,59,57,15,23,44,63,53,62,65,24,33,66,36,38,44,53,51,56,15,55,68,58,65,47,48,55,69,72,44,44,55,49,58,24,33,63,54,86,84,44,52,65,47,82,82,61,29,82,59,32,34,36,24,32,33,92,93,31,46,34,20,23,10,53,61,6,3,51,70,70,60,49,57,60,34,21,23,23,21,30,28,65,27,25,34,11,27,92,91,79,32,21,15,28,2,19,13,15,26,15,11,62,15,24,43,41,42,58,74,11,38,51,30,54,54,47,25,41,61,0,34
2018-07-01,85,80,50,58,90,82,78,76,89,59,61,66,90,91,78,85,86,75,90,75,78,11,85,48,52,74,35,45,37,46,48,62,63,65,53,62,49,47,17,74,24,42,1,41,55,24,58,36,16,9,87,44,51,26,47,66,79,43,70,79,32,73,15,71,51,64,44,34,65,82,17,74,54,44,28,19,63,74,50,30,28,76,76,69,4,54,43,42,14,19,84,92,41,70,84,77,30,29,54,36,74,61,22,32,55,56,20,46,34,33,85,85,17,16,11,11,61,35,78,79,82,73,70,81,68,79,30,40,84,56,85,27,61,72,28,4,63,97,37,42,66,71,30,76,5,17,19,29,25,44,29,32,90,53,81,15,37,61,89,62,53,60,55,17,20,44,65,56,71,70,27,34,72,41,38,45,25,65,50,17,60,75,71,62,44,53,68,72,93,66,58,66,60,62,26,34,66,47,88,90,50,58,71,68,87,87,62,31,86,64,15,39,35,22,30,29,96,96,30,48,31,19,23,9,60,70,1,0,43,82,76,62,53,68,60,32,20,22,24,19,26,25,64,24,28,33,7,22,81,63,72,30,21,31,30,2,19,9,15,31,24,17,63,15,24,32,40,38,66,72,13,41,56,31,59,59,53,27,39,57,0,31
2018-08-01,80,74,46,69,84,82,77,77,92,64,62,69,90,90,79,85,85,78,94,74,91,12,87,47,47,78,35,45,37,50,46,58,69,66,55,61,48,51,28,83,29,40,1,53,53,12,76,43,17,12,87,40,40,27,62,79,74,41,76,91,28,68,15,51,56,78,44,32,80,81,24,83,59,54,24,14,58,64,51,30,33,79,70,65,4,54,43,41,14,21,89,87,41,71,85,77,27,27,57,35,74,62,25,34,53,53,20,44,43,54,85,86,19,16,7,14,60,38,76,70,75,75,64,83,70,84,31,37,71,59,89,26,67,82,71,4,55,84,35,41,60,67,35,68,6,20,17,25,27,43,30,31,92,51,83,29,44,68,83,54,47,60,55,18,21,44,68,61,78,75,26,33,77,36,39,47,37,58,3,57,58,74,64,65,42,57,64,72,89,66,43,55,55,64,27,33,71,55,92,89,56,61,76,98,89,89,67,47,91,68,5,39,39,25,30,29,100,100,32,48,30,18,24,8,53,63,1,0,40,88,74,66,34,37,66,34,21,27,23,23,29,27,65,27,27,27,29,53,81,67,76,41,28,54,30,2,16,11,15,26,12,9,62,15,24,34,37,39,59,69,13,41,53,30,59,59,48,25,53,58,0,32
2018-09-01,65,55,47,73,78,84,72,84,77,54,60,67,86,86,69,69,82,78,80,75,63,14,88,49,43,69,31,38,32,45,44,58,60,55,39,51,80,70,48,85,25,42,1,51,49,10,76,41,15,10,79,36,41,26,68,81,71,38,68,80,25,61,18,50,46,93,43,35,60,84,45,88,71,51,24,15,48,61,50,29,32,73,68,79,5,43,43,49,18,20,82,85,39,67,83,70,37,29,52,42,71,53,26,35,49,49,18,44,53,79,82,85,13,14,17,27,77,35,74,68,79,72,61,88,68,80,28,37,78,57,86,27,60,71,75,5,32,49,34,39,50,70,29,38,5,18,16,23,27,38,27,32,74,43,88,33,33,52,74,54,46,57,55,17,21,47,69,57,72,72,22,27,65,57,37,43,23,59,6,22,55,66,64,69,39,48,43,68,58,35,21,43,55,62,22,27,65,60,86,82,49,54,63,64,90,90,59,39,86,60,9,34,38,26,34,33,82,84,32,46,22,20,23,6,48,56,2,0,38,77,74,62,21,25,64,29,23,35,23,23,29,25,63,24,32,25,34,43,86,81,79,59,31,29,32,2,23,20,13,21,10,8,59,17,25,42,43,46,50,72,14,41,49,31,61,61,45,25,80,76,0,31
2018-10-01,72,60,50,56,75,78,71,74,72,48,55,73,80,80,65,62,83,84,91,75,67,10,99,60,38,60,29,35,33,43,42,56,60,50,32,47,91,55,65,77,23,39,1,48,49,10,62,35,19,10,82,41,41,28,40,46,71,40,62,80,21,80,17,50,39,82,43,30,67,74,65,78,68,53,24,15,42,74,51,29,29,68,73,76,4,45,38,50,19,19,75,84,39,65,81,73,36,29,54,41,68,52,28,41,49,49,18,49,45,64,86,89,14,14,50,31,86,32,71,60,72,69,64,77,76,80,30,42,77,56,84,25,62,76,25,5,20,39,33,39,42,65,30,24,5,17,17,25,24,43,29,37,60,39,76,37,38,55,73,57,40,46,50,13,22,44,65,59,58,69,17,22,63,35,37,41,20,42,4,16,52,63,60,66,38,47,37,65,52,25,12,35,51,68,18,22,62,52,83,73,43,49,60,40,83,83,56,32,86,60,23,35,38,25,31,31,73,73,26,42,20,19,29,13,50,58,6,7,34,75,72,62,15,23,61,32,28,37,24,19,29,28,61,28,39,26,30,42,86,81,86,42,33,13,30,2,16,15,14,21,10,8,60,15,21,44,48,46,42,66,13,38,49,36,59,60,41,23,86,68,0,35
2018-11-01,76,69,53,54,70,70,64,63,67,47,62,72,82,82,63,58,81,80,91,76,65,12,99,63,42,65,23,32,27,37,39,88,57,48,27,43,100,60,89,84,34,40,1,66,49,9,73,41,15,11,82,33,43,30,38,46,59,34,60,70,20,37,17,58,40,51,47,34,59,76,90,85,65,85,25,16,37,70,52,27,33,67,75,81,5,45,41,53,18,19,72,80,39,63,78,71,36,31,73,44,65,52,33,47,49,49,18,45,45,62,84,84,13,17,52,29,66,36,68,60,73,62,60,72,74,79,38,51,81,55,78,24,53,66,13,5,15,37,34,49,37,64,29,21,5,14,16,22,26,42,37,47,60,40,71,47,29,55,69,49,45,44,54,15,44,42,67,75,65,75,18,27,62,37,34,38,33,53,3,18,54,65,61,72,36,30,35,66,44,22,11,33,68,84,18,27,60,57,71,77,37,42,79,46,82,82,72,40,88,69,36,39,36,23,29,27,65,66,25,41,30,17,26,13,51,58,4,4,30,68,72,61,11,18,58,27,25,29,27,21,30,28,67,28,36,28,29,41,99,83,78,32,25,11,32,2,17,13,15,22,9,8,61,15,24,40,46,46,37,66,12,43,49,45,57,57,43,23,68,65,0,35
2018-12-01,93,77,52,56,61,67,56,61,58,44,57,65,92,92,72,67,87,65,84,70,58,9,86,52,37,64,17,26,24,33,36,94,56,48,29,43,82,62,59,75,40,40,1,84,49,9,75,36,15,6,76,27,33,25,33,43,49,29,54,62,18,39,18,53,38,34,48,43,62,65,59,75,62,62,24,15,48,60,48,30,31,61,63,83,7,74,39,50,14,15,72,78,36,56,69,59,30,21,71,34,67,53,34,47,49,50,18,43,36,50,86,72,16,20,56,31,53,28,73,70,70,54,50,59,70,76,44,56,70,53,68,17,50,65,10,5,14,33,56,63,31,66,29,27,5,15,16,21,24,45,44,51,81,87,59,28,26,44,50,38,38,37,62,17,85,35,70,73,65,72,19,34,59,50,33,36,35,53,3,19,59,67,71,66,28,31,36,84,54,28,13,33,87,95,19,33,77,49,76,72,38,39,89,48,92,93,74,55,94,96,32,36,29,17,21,17,59,60,21,37,29,17,23,27,52,59,0,0,30,70,63,52,11,17,49,24,26,26,31,20,26,21,64,20,26,29,20,29,61,60,65,29,16,11,32,2,14,11,13,24,9,7,48,13,22,36,34,34,30,68,16,46,49,50,52,52,46,25,56,61,0,26
2019-01-01,78,62,44,57,65,72,62,72,72,46,63,85,82,82,60,58,91,87,94,78,57,10,95,57,35,67,25,35,32,42,36,52,69,59,39,52,80,50,45,65,28,36,1,47,48,13,68,43,19,8,87,42,40,36,50,89,68,42,68,73,21,33,19,53,38,43,46,36,60,74,44,65,59,48,19,12,45,65,50,28,31,62,78,75,30,67,38,49,16,19,72,79,39,68,81,67,33,29,53,43,68,52,60,73,48,48,24,54,50,71,90,92,19,23,47,30,81,36,86,76,68,58,61,69,82,94,32,41,86,57,95,27,78,78,9,6,23,42,33,38,38,66,29,27,6,21,17,22,25,40,31,37,53,33,69,37,20,46,79,54,36,46,64,16,25,49,61,61,68,71,18,29,60,35,34,38,22,57,3,17,51,69,86,87,54,46,41,74,45,24,23,46,50,55,18,29,77,56,81,77,60,64,76,47,80,80,60,35,87,78,27,33,38,24,35,35,78,84,30,43,23,16,23,18,52,59,0,0,29,66,71,63,13,18,48,24,32,27,50,27,29,26,60,26,29,42,18,49,81,81,83,35,29,15,30,2,25,13,16,27,12,11,63,17,29,43,45,46,38,68,14,37,48,35,56,56,43,24,51,71,0,33
2019-02-01,72,50,45,55,66,74,65,71,68,48,61,71,88,88,62,63,86,82,93,75,56,14,96,57,35,60,23,36,33,42,36,49,71,58,38,53,79,43,39,66,23,36,1,52,47,22,61,37,18,11,85,41,47,33,39,55,73,40,70,81,21,34,17,46,37,38,48,34,51,72,38,65,60,50,21,13,36,58,52,30,31,59,76,78,77,68,38,47,18,18,71,76,39,67,87,72,36,29,50,47,65,56,51,55,48,48,21,47,48,94,87,89,15,18,57,28,83,39,76,69,71,60,63,72,73,76,31,37,83,59,91,26,66,77,8,29,25,43,31,40,42,70,31,24,6,19,17,21,23,75,30,32,61,36,72,52,32,50,78,62,37,43,53,16,22,46,59,55,57,63,16,23,60,43,37,41,19,46,3,16,54,69,71,79,53,41,44,76,47,32,22,44,46,54,16,23,68,59,84,81,56,58,75,47,83,83,63,32,85,78,12,32,39,23,33,33,76,78,29,45,23,14,23,12,47,71,1,0,27,74,70,65,13,19,51,22,31,27,90,22,33,28,62,28,38,73,25,52,86,82,80,36,43,15,31,2,15,14,16,27,21,15,61,17,26,47,48,48,41,72,15,43,48,32,57,57,47,21,53,71,0,37
2019-03-01,81,64,46,65,81,79,75,75,83,56,62,77,84,84,65,64,84,83,90,78,62,16,93,58,42,63,31,41,35,53,39,50,69,58,41,54,73,46,32,80,21,36,1,49,49,37,60,36,19,9,96,51,52,39,47,80,79,52,81,91,27,38,17,46,46,45,46,32,56,91,27,81,62,47,26,17,50,71,52,29,30,65,76,71,11,100,35,47,17,19,72,79,44,74,85,78,34,31,48,46,69,54,35,50,49,50,21,50,42,53,87,87,15,18,59,27,74,45,81,70,75,62,71,77,76,64,28,35,81,59,91,27,52,76,9,13,26,48,30,38,52,67,28,22,6,24,17,22,25,49,27,30,64,39,77,41,20,44,81,69,44,54,49,14,20,46,61,62,59,72,20,23,61,31,41,44,21,48,3,11,55,74,68,75,53,41,44,77,50,28,27,49,47,54,21,23,68,55,89,86,63,57,79,47,82,82,61,28,87,71,19,31,40,23,32,32,88,88,38,55,25,15,22,11,49,65,1,0,26,70,76,70,18,22,58,28,35,30,58,21,30,29,61,28,39,93,22,35,85,86,86,42,36,17,31,2,23,17,15,27,36,32,58,17,30,51,47,48,52,69,15,36,50,29,60,60,55,26,56,69,0,34
2019-04-01,94,64,45,72,88,85,80,77,80,66,66,70,84,84,65,65,85,84,87,78,67,10,93,50,52,66,35,44,38,53,40,58,55,55,40,53,79,42,24,89,19,38,1,47,53,40,62,38,22,12,97,50,43,46,45,83,82,50,85,94,34,44,17,47,48,43,44,36,60,78,20,90,73,53,43,27,56,81,55,30,31,65,82,78,5,66,34,46,16,20,76,82,46,93,95,80,35,26,51,54,73,60,26,35,53,53,18,45,43,58,85,90,13,16,100,27,74,41,86,76,89,85,71,87,76,78,31,37,82,55,95,26,73,84,10,5,30,54,36,46,58,73,27,26,5,17,17,21,25,41,31,31,68,44,88,35,41,52,84,74,54,63,50,12,20,43,68,67,60,71,22,28,66,78,43,45,19,49,2,12,58,73,72,71,43,39,47,65,54,27,25,45,56,65,22,28,67,59,94,89,44,51,77,47,82,81,57,30,86,64,32,36,36,20,33,29,87,88,86,93,21,13,22,11,49,57,4,2,25,69,81,73,24,23,60,31,34,29,46,19,28,30,61,29,45,92,25,39,85,78,93,100,32,14,30,2,23,21,15,26,39,32,58,17,38,55,45,49,58,75,14,36,53,30,59,59,54,25,54,67,0,37
2019-05-01,79,58,47,65,84,79,75,73,81,56,67,62,83,83,67,68,86,85,91,74,69,13,85,53,60,63,33,41,37,51,40,56,55,55,39,52,80,40,17,86,16,36,1,51,53,26,64,34,16,7,90,48,46,36,40,63,77,47,75,88,45,45,20,53,43,39,47,37,62,78,16,89,59,49,27,18,53,78,55,29,27,65,82,76,3,63,34,46,15,19,71,81,48,78,91,73,32,32,58,42,75,63,22,30,53,53,17,43,39,58,86,90,11,13,47,20,75,38,83,72,85,89,72,89,74,66,31,37,77,49,90,26,68,83,10,6,41,56,35,45,57,73,28,32,5,18,16,21,28,45,30,32,75,46,88,34,35,49,87,69,61,63,49,12,22,42,63,61,64,63,21,31,63,28,42,42,36,43,2,9,56,70,61,61,44,40,44,61,61,32,28,47,52,61,21,31,66,54,85,92,49,51,61,48,82,82,61,32,84,64,36,38,36,20,31,30,87,87,35,53,22,11,24,16,49,57,2,2,25,71,78,64,39,37,73,33,33,28,27,18,31,28,64,28,27,39,22,33,93,79,96,40,24,13,30,1,22,17,14,32,26,22,58,15,28,45,43,42,57,74,14,38,53,30,58,58,52,22,44,59,0,33
2019-06-01,75,57,46,59,80,78,71,71,88,60,97,60,86,86,70,75,84,81,85,77,65,16,83,47,58,63,32,42,32,48,37,58,58,58,46,56,75,47,16,85,20,36,1,42,58,20,63,35,17,7,88,46,42,38,43,60,77,46,76,87,45,60,17,52,49,52,43,39,59,71,15,88,59,51,26,17,55,100,53,31,26,71,79,79,4,67,34,46,14,18,70,84,72,76,85,70,32,26,59,39,75,65,21,29,58,59,18,42,36,60,84,86,13,13,34,13,61,31,77,75,83,82,72,82,64,57,30,35,86,56,90,23,66,77,11,5,50,67,35,44,56,67,30,74,6,19,16,21,25,35,30,30,86,58,81,45,58,61,90,65,60,60,51,13,23,43,61,62,62,67,23,33,70,33,38,42,25,51,7,10,57,73,59,61,40,45,59,66,73,49,37,52,57,63,23,33,72,50,85,94,51,54,69,51,86,86,62,26,83,60,25,37,32,16,30,25,86,87,43,57,25,14,21,12,47,57,0,0,24,66,72,61,52,61,67,32,28,24,23,22,28,27,65,26,25,31,11,24,86,77,95,39,26,21,30,2,18,19,16,30,20,16,57,15,36,48,38,40,55,69,11,43,59,29,57,57,57,24,50,67,0,32
