date,569_cineplex,569_cinema,23_theatre,23_dance,47_honda,47_ford,815_honda,815_ford,170_driving,170_license,249_desjardins,249_blue cross,71_pizza pizza,71_pizza,276_restaurant,276_restaurants,634_clinic,634_dr,250_hopital,250_hospital,168_fire,168_emergency,437_anxiety,437_depression,11_home depot,11_ikea,29_mls,29_real estate,96_real real,96_remax,18_kijiji,18_walmart,67_air canada,67_hotel,179_hotels,179_hotel,5_google,5_apple,68_boots,68_shoes,78_xbox,78_videotron,696_or,696_bijoux,329_acces d,329_cra,95_staples,95_desk,423_bankruptcy,423_hollywoodpq,279_credit,279_mortgage,1160_pret,1160_business,813_student,813_tuition,466_calculator,466_mortgage,468_lease,468_calculator,46_plant,46_farm,750_forestry,750_forest,747_fish,747_salmon,121_circulaire,121_iga,123_smoke,123_cigarettes,697_boots,697_shoes,1176_printing,1176_vistaprint,1268_gas,1268_gas prices,288_bottle depot,288_plastic,248_side effects,248_pharmacy,30_hp,30_kingston,287_valve,287_generator,612_oscar,612_car wash,13_mail,13_google,31_java,31_windows,7_td,7_rbc,38_desjardins,38_insurance,969_lawyer,969_law,477_architecture,477_architects,25_circulaire,25_marketing,380_vet,380_animal hospital,1010_vacations,1010_voyage,726_acces d,726_acces,76_passport,76_canada,74_college,74_school,256_clinic,256_dr,508_assurance emploi,508_chomage,20_nhl,20_hockey,1199_abstract,1199_ordre,144_laser,144_hair removal,748_tractor,748_deere,48_construction,48_doors,255_clinique,255_clinique médicale,50_tracking,50_canada,664_logistics,664_distribution,60_jobs,60_job,802_jobs,802_developer,621_canning,621_kraft,1140_boat,1140_kayak,841_superstore,841_walmart,289_trailers,289_trucks,665_ship,665_traversier,662_air france,662_air,354_customs,354_canada,666_railway,666_rail,1150_tracking,1150_canada,277_beer,277_lcbo,650_doors,650_portail,651_pont,651_bridge,652_contracting,652_contractors,158_home depot,158_paint,1143_netflix,1143_dvd,70_gift,70_birthday,271_appliances,271_vacuum,270_ikea,270_furniture,794_gps,794_garmin,233_gas,233_hydro,473_auto,473_cars,1339_carpool,1339_ride,932_fifa,932_madden,882_pet,882_dog,94_fitness,94_yoga,293_bridal,293_wedding,205_car rental,205_taxi,208_niagara falls,208_toronto,1081_cottage,1081_rentals,73_walmart,73_store,1188_gps,1188_garmin,185_louis vuitton,185_fashion,610_ford,610_truck,206_cruise,206_cruises,1003_luggage,1003_backpack,918_pizza pizza,918_pizza,355_livres,355_librairie,145_massage,145_spa,894_macbeth,894_theatre,960_emploi,960_quebec emploi,961_resume,961_cover letter,378_for rent,378_rent,465_home insurance,465_insurance,1164_survival,1164_economist,784_finance,784_dow,1209_bbc,1209_news,396_election,396_election results,408_toronto,408_news,832_carpet,832_flooring,952_piscine,952_pool,1139_td,1139_monnex,107_tsx,107_stock,903_rrsp,903_ttc,343_access,343_sql,77_paypal,77_sql,278_tva,278_tax,1300_omnivox,1300_cegep,730_git,730_github,341_salesforce,341_crm,334_expo,334_exhibition,314_security,314_avg,718_accenture,718_outsourcing,728_server,728_servers,1162_cra,1162_cra login,53_godaddy,53_domain,342_dashboard,342_erp,1159_project,1159_management,1214_trailers,1214_trucks,670_potash,670_homemade,12_acces d,12_canada post,566_fabric,566_fabric fabric,672_epoxy,672_glue,673_couleurs,673_couleur,49_covid,49_manufacturing
2008-06-01,41,69,56,89,99,49,87,54,69,29,46,78,26,26,41,22,24,23,70,70,62,7,47,48,25,32,80,61,60,86,39,22,76,82,62,73,23,32,7,46,35,54,1,41,36,6,67,13,25,3,50,43,31,12,70,24,71,48,74,51,18,43,28,47,46,50,8,18,25,48,7,47,68,4,18,15,10,61,29,10,84,51,58,35,3,11,44,37,40,20,36,47,83,53,37,77,40,45,7,56,23,30,28,33,36,37,35,67,52,67,27,25,20,10,11,15,13,55,97,77,57,63,67,61,21,30,5,29,60,42,49,67,30,22,11,53,50,44,28,27,79,56,23,33,17,32,50,57,30,63,5,23,35,18,61,2,14,51,57,54,27,31,1,41,12,55,82,25,24,77,68,86,60,23,85,71,12,73,5,22,40,40,55,36,66,60,73,26,44,65,53,53,21,43,68,86,26,52,44,68,53,64,37,8,27,27,32,50,48,66,42,49,75,61,58,56,41,49,24,38,11,55,23,1,39,40,0,0,69,63,73,50,28,34,65,56,11,4,17,63,45,73,78,71,14,28,18,51,6,0,12,23,24,16,43,81,40,27,51,53,6,0,18,42,10,48,51,54,80,55,82,37,36,23,35,35,23,9,63,36,0,49
2008-07-01,49,86,59,79,92,52,85,56,74,27,50,74,26,26,41,22,24,22,67,72,60,6,40,48,24,36,85,60,57,91,42,22,80,92,73,82,22,35,8,44,42,56,1,40,41,5,66,15,27,3,51,45,28,12,75,24,74,50,80,65,13,46,31,42,43,46,8,16,21,41,8,45,58,5,15,12,16,53,28,9,86,54,61,35,5,12,51,36,42,20,36,54,90,51,44,84,39,61,8,49,27,34,36,40,41,42,42,69,52,39,26,24,26,11,8,13,22,43,76,67,59,53,69,57,25,31,6,31,62,56,49,68,32,15,23,45,61,57,29,27,81,57,22,51,18,35,54,62,42,63,5,25,36,19,57,1,12,36,64,53,26,36,1,47,12,48,82,23,29,86,78,96,59,22,88,69,7,63,3,40,50,44,51,36,74,67,81,22,59,72,60,64,21,44,79,95,30,50,52,69,62,70,33,13,26,26,30,56,53,66,12,43,67,55,55,55,45,54,22,34,9,55,25,2,37,39,0,0,68,66,68,53,25,32,66,60,12,4,19,63,47,66,84,64,12,26,10,41,9,1,13,18,30,27,43,73,55,16,56,62,5,0,25,44,2,51,51,56,80,60,73,42,41,24,35,35,19,8,40,28,0,42
2008-08-01,46,79,58,93,82,51,82,55,75,24,50,74,27,27,42,22,23,21,73,66,60,6,46,41,22,39,79,58,53,92,44,23,77,91,70,80,23,37,11,52,41,61,1,40,40,5,90,16,22,5,53,37,26,15,84,38,63,40,68,58,11,36,19,30,36,46,8,17,21,30,10,53,63,5,10,7,16,52,27,10,95,52,65,31,4,12,50,37,37,17,38,51,83,51,35,63,29,46,8,44,26,30,34,43,40,41,39,64,65,62,26,24,24,12,6,19,19,46,87,66,59,57,56,56,23,40,5,29,64,51,44,58,24,15,57,55,60,57,28,28,71,57,20,42,18,35,51,63,31,50,5,23,35,20,56,2,9,41,63,52,24,37,1,51,11,49,73,28,32,87,72,91,56,17,84,67,11,52,2,100,43,44,57,40,66,67,74,26,57,74,44,51,23,53,72,91,26,54,59,68,64,68,43,18,29,29,46,57,53,68,7,46,84,70,53,53,46,52,20,29,6,51,21,1,45,48,0,0,62,72,63,52,17,20,78,51,8,3,13,66,42,66,73,64,14,22,49,100,5,1,12,19,38,40,47,91,44,28,54,64,5,0,22,36,7,33,49,42,70,57,68,32,40,23,35,36,21,9,39,20,0,41
2008-09-01,26,54,63,81,77,48,78,52,64,27,43,75,25,25,39,22,22,24,69,71,61,7,45,49,21,33,72,53,57,95,42,21,72,77,57,67,61,42,15,51,43,55,1,44,38,4,81,15,42,3,50,41,24,13,75,35,67,45,71,65,13,38,37,51,40,53,9,16,22,46,14,54,70,3,22,21,12,53,31,10,94,49,68,39,4,9,50,44,42,19,37,55,81,50,41,71,40,47,7,54,27,25,36,43,38,39,37,75,77,83,27,26,21,11,12,31,18,63,76,58,57,58,65,61,28,33,6,28,62,53,46,63,35,7,57,68,36,43,28,25,63,61,23,24,17,31,42,42,36,53,5,23,29,16,61,3,13,40,72,48,22,32,1,44,11,55,79,27,26,83,57,67,60,21,76,65,11,50,4,44,39,39,59,44,62,58,53,24,35,37,20,39,19,43,57,67,30,65,50,74,51,65,31,10,26,26,50,61,51,63,13,51,81,66,66,61,36,42,16,32,7,88,32,5,47,49,2,0,67,68,70,51,11,16,87,63,17,6,16,71,45,71,73,69,22,24,38,88,7,1,11,26,47,25,43,70,61,25,47,52,4,0,23,37,3,51,59,57,63,63,48,32,38,23,36,36,16,8,60,39,0,49
2008-10-01,29,56,67,65,62,47,65,54,59,24,37,80,27,27,38,19,25,24,82,70,72,7,49,52,19,29,69,49,49,81,40,21,69,69,49,60,31,37,21,48,43,57,1,39,36,5,70,15,30,5,50,40,34,12,50,30,52,44,67,46,13,52,25,56,40,47,9,20,22,45,19,52,67,3,18,18,8,64,31,10,86,51,64,34,4,7,49,42,46,23,38,56,79,47,40,73,52,44,8,56,25,25,43,49,36,37,35,81,62,68,28,26,19,11,23,40,16,70,66,50,62,53,63,63,26,38,6,28,49,64,49,59,32,25,25,73,24,25,28,27,51,58,20,15,13,24,39,43,36,49,6,22,27,17,63,3,10,41,61,47,21,28,1,42,12,49,69,24,23,81,49,63,56,20,73,58,6,50,5,24,37,38,54,38,56,48,47,22,32,30,12,35,20,47,50,63,27,70,43,58,45,52,32,7,30,30,30,45,48,56,25,49,76,63,55,51,33,38,16,30,13,86,49,12,45,46,7,5,67,64,59,46,9,20,56,48,33,11,26,59,46,70,76,68,26,24,43,82,8,2,12,30,32,13,47,64,45,37,50,50,5,0,24,35,6,41,62,58,50,58,92,37,36,22,40,40,17,10,55,29,0,52
2008-11-01,40,66,69,69,54,47,58,51,53,21,44,72,27,27,41,21,25,25,74,63,62,6,50,57,20,30,53,43,40,72,40,32,68,62,43,56,31,36,25,47,55,56,1,53,36,4,66,12,32,10,46,32,23,16,39,24,51,35,57,45,11,27,34,50,44,54,10,19,30,45,25,50,64,3,15,14,11,53,29,10,88,44,61,41,4,9,49,43,46,24,34,52,77,44,40,66,49,50,12,53,26,22,48,53,36,36,35,69,59,61,28,26,22,12,22,35,42,43,68,48,56,53,56,51,25,37,5,28,66,61,46,54,23,6,13,77,17,25,32,40,51,48,23,13,15,28,33,41,44,50,5,22,27,18,51,3,11,46,46,40,22,26,1,52,24,50,66,27,25,78,58,67,48,17,62,56,9,57,2,26,41,38,54,38,52,42,42,23,28,26,12,33,28,54,59,67,32,60,49,68,44,53,35,8,31,31,37,59,50,59,40,51,70,60,51,50,30,35,11,26,12,78,31,5,48,50,4,4,66,60,72,47,6,15,43,46,20,7,22,55,45,64,70,62,23,21,44,75,8,2,10,25,31,14,45,71,63,32,51,35,4,0,24,31,10,44,70,55,51,49,60,30,36,22,37,37,14,10,76,29,0,41
2008-12-01,38,66,65,56,49,46,52,49,44,19,46,70,31,31,41,22,24,22,68,62,58,6,42,53,18,28,46,38,32,54,39,45,87,60,40,51,32,42,27,48,58,59,1,56,41,4,85,13,33,6,43,31,25,17,43,26,42,34,49,48,9,24,26,41,31,33,11,24,28,44,27,50,49,4,11,10,9,40,31,9,94,43,51,41,6,8,51,43,37,22,36,54,82,40,36,51,36,38,21,46,24,26,58,62,41,41,31,64,52,57,25,23,25,14,22,36,25,38,56,51,60,53,47,37,24,30,8,41,43,79,39,46,12,13,7,96,17,23,44,54,39,56,16,16,11,23,31,32,31,38,7,31,31,38,36,2,11,50,52,40,20,20,1,59,40,36,58,27,22,71,76,100,44,18,53,51,18,93,2,31,40,36,59,36,45,37,49,39,33,26,12,33,35,64,77,100,30,48,49,64,45,49,43,8,34,34,46,76,52,77,37,37,54,49,35,34,27,29,14,30,12,63,31,4,42,44,1,0,66,66,54,35,5,14,49,38,15,5,21,71,40,58,77,57,20,24,49,73,9,2,8,18,22,11,50,71,30,28,45,40,4,0,24,32,3,46,56,42,40,57,55,33,41,31,32,32,13,10,50,18,0,32
2009-01-01,39,70,64,71,54,47,57,51,51,21,44,75,31,31,38,21,25,25,71,67,60,6,44,50,18,32,69,47,41,78,40,20,92,80,50,62,31,35,20,38,46,59,1,41,37,6,78,17,44,5,50,43,41,12,47,38,66,46,55,52,9,24,34,42,40,30,10,24,39,48,20,40,57,4,9,8,11,53,33,11,89,45,59,39,34,12,52,45,37,66,36,55,74,45,35,68,51,50,11,51,22,26,91,83,37,37,48,81,74,81,29,27,28,14,21,38,38,52,65,59,56,41,57,49,28,40,6,29,46,41,64,78,29,14,6,65,25,30,28,28,50,62,20,13,14,29,32,31,43,51,5,23,28,18,49,2,13,54,68,48,19,27,2,53,10,50,71,27,25,81,45,62,49,18,63,54,9,56,2,26,41,39,76,49,92,59,49,31,32,25,26,52,20,46,45,62,30,54,59,66,67,85,32,7,34,34,37,59,50,63,32,38,83,71,59,65,37,42,13,29,12,66,27,2,44,45,0,0,63,64,66,44,10,13,66,44,14,5,36,77,40,58,74,56,17,38,39,82,9,1,12,19,38,15,46,68,26,25,47,39,6,0,29,34,7,44,62,52,50,63,52,37,36,23,35,35,14,11,65,44,0,36
2009-02-01,37,68,61,67,56,48,59,53,51,22,41,74,28,28,42,24,26,24,74,74,68,6,47,53,17,28,67,50,42,97,44,18,78,78,53,63,32,31,13,42,40,51,1,45,36,9,67,13,39,12,51,44,55,17,50,33,67,48,53,48,10,24,33,45,40,28,10,22,30,44,13,43,64,4,7,6,10,48,33,12,86,47,68,38,83,13,52,46,41,35,34,52,73,45,39,68,45,45,8,55,24,25,68,68,36,37,43,80,62,74,29,27,26,14,20,34,38,61,87,69,54,51,65,46,30,39,6,25,66,55,58,76,24,21,9,63,32,31,26,22,56,56,22,15,16,31,32,34,37,52,5,21,29,17,46,2,7,49,66,49,19,28,1,42,11,50,60,26,21,71,41,55,47,17,71,57,7,48,2,22,40,37,60,45,69,53,52,24,34,37,27,46,17,36,42,55,30,62,57,66,59,71,33,8,29,29,44,55,51,70,19,38,83,71,58,73,36,40,14,31,11,62,27,3,44,44,0,0,64,62,72,47,9,15,60,41,13,5,69,53,44,66,72,63,20,60,39,87,10,1,11,26,48,12,49,65,47,34,44,38,9,0,40,37,9,41,65,55,55,57,54,34,36,21,38,38,15,8,52,36,0,40
2009-03-01,34,62,60,76,73,57,66,59,60,22,44,75,27,27,36,21,25,25,68,70,70,8,46,52,20,29,84,49,51,95,47,18,73,75,51,65,31,32,11,46,39,53,0,38,36,13,69,12,40,7,53,58,84,19,48,52,87,64,61,62,13,31,32,50,47,45,10,21,30,50,11,49,64,4,7,6,11,54,38,11,81,50,66,39,10,14,54,47,42,35,37,55,74,48,39,69,45,53,8,57,26,24,53,53,36,36,38,74,63,65,29,27,20,12,23,32,26,60,67,59,55,49,76,54,28,31,6,24,67,71,63,79,28,7,7,54,35,37,26,23,63,60,18,15,19,31,30,35,36,45,5,19,32,15,54,2,7,45,56,55,23,31,1,46,9,53,67,28,22,75,50,66,45,18,78,63,1,47,3,15,40,39,56,42,76,49,58,26,36,34,34,47,17,43,51,66,26,71,67,74,53,66,33,9,31,31,32,42,51,62,24,38,81,72,56,66,37,43,17,34,10,59,33,5,43,46,0,0,65,63,71,49,13,16,55,41,15,6,41,52,44,63,76,62,18,79,40,74,10,0,14,23,28,14,48,71,30,24,48,36,13,0,27,35,11,46,59,55,62,60,53,30,36,19,42,42,19,10,60,41,0,41
2009-04-01,40,61,59,66,87,62,72,63,63,31,40,68,29,29,42,21,25,27,69,74,65,8,48,51,24,28,78,53,47,81,50,21,71,70,51,62,33,27,9,55,35,55,0,42,49,13,50,14,42,5,51,55,100,17,43,53,94,61,69,69,17,33,32,45,50,35,15,22,27,56,8,57,61,5,5,5,12,49,46,11,73,50,64,36,5,15,67,43,38,36,39,59,73,51,43,71,50,51,15,49,22,25,49,43,49,49,38,78,68,62,29,31,23,13,30,28,32,51,81,68,58,55,79,58,28,35,8,30,61,51,64,76,24,23,7,43,38,34,31,36,74,63,21,20,15,27,34,38,43,43,8,22,34,18,57,2,11,49,68,64,27,34,1,39,9,53,78,30,25,74,50,62,48,19,77,65,6,53,2,20,37,39,60,43,65,49,64,23,38,32,36,50,20,43,50,62,33,52,58,75,47,70,28,9,33,33,35,55,49,60,45,44,89,96,55,63,38,43,19,36,10,38,35,3,52,53,0,0,67,66,68,50,20,20,68,56,14,5,24,47,44,64,66,62,16,67,51,78,8,3,15,20,34,12,44,66,30,34,44,31,13,0,30,35,7,46,54,50,74,66,51,31,49,20,38,38,15,12,60,40,0,47
2009-05-01,41,66,59,77,86,63,70,64,59,40,51,62,29,29,46,23,27,28,75,77,71,8,43,49,27,29,76,53,51,91,49,22,64,70,54,62,33,28,8,57,34,57,0,42,56,6,48,13,41,7,52,53,87,17,54,40,94,57,69,75,22,36,28,44,47,43,17,25,29,58,8,58,61,3,7,6,17,49,48,12,78,45,64,35,4,16,71,43,34,53,38,59,74,51,44,77,44,50,22,49,25,37,30,37,56,57,39,77,60,68,30,32,27,11,21,21,20,54,73,69,66,62,74,65,29,39,9,29,72,53,67,81,25,21,7,35,47,42,33,38,76,52,17,31,22,33,32,40,41,38,9,21,37,19,65,2,17,49,74,59,30,34,1,41,11,55,75,32,28,75,56,73,51,19,72,63,11,32,2,17,42,42,59,40,64,56,70,23,48,40,41,50,21,45,56,73,36,51,69,76,49,69,32,7,35,35,35,50,50,64,47,47,92,100,58,70,37,41,21,37,13,50,30,3,48,50,1,1,70,70,70,47,24,30,70,57,15,5,17,43,44,61,64,60,12,29,51,75,8,1,11,20,29,15,38,57,26,38,43,33,6,0,28,33,10,35,45,47,75,54,56,31,57,19,36,36,19,8,65,43,0,45
2009-06-01,41,69,51,67,80,62,70,62,75,40,37,70,29,29,45,23,26,32,72,80,73,7,41,41,24,27,73,51,48,80,48,22,66,72,57,63,32,33,8,49,39,59,0,44,55,5,49,13,41,3,53,52,65,11,71,36,92,56,64,73,20,47,30,36,40,30,16,22,24,58,8,51,60,4,7,7,16,45,55,13,76,48,64,41,4,15,74,41,35,47,38,59,69,56,48,79,41,53,18,51,28,39,33,42,56,56,41,77,59,68,31,35,26,11,16,17,33,51,74,75,72,64,76,59,28,35,10,30,42,56,67,78,36,27,11,34,56,46,29,37,74,47,21,41,100,100,32,37,38,43,10,21,40,22,58,2,15,49,83,59,27,34,2,42,11,60,76,27,26,72,61,84,54,21,72,65,8,63,5,24,40,41,57,39,65,57,84,24,56,53,48,62,22,47,61,84,37,44,67,69,51,75,34,10,33,33,38,46,52,62,34,37,87,95,54,66,41,45,23,45,14,48,29,2,62,66,0,0,69,66,77,49,27,32,65,55,13,5,15,48,44,63,66,61,10,28,20,49,11,1,18,24,28,15,41,42,23,24,45,35,5,0,30,32,11,41,54,50,74,50,41,32,56,19,35,35,23,10,43,33,0,40
2009-07-01,49,94,53,62,85,72,71,67,73,43,41,72,32,32,51,27,26,29,66,76,75,6,40,48,24,32,72,55,54,77,50,23,75,86,70,79,34,30,9,49,40,64,0,49,67,5,49,14,40,6,56,45,50,16,97,32,79,50,58,74,14,53,29,41,47,48,16,19,33,55,8,51,61,4,8,8,17,40,59,14,78,55,64,43,4,15,77,40,33,52,39,65,68,59,51,85,38,51,20,46,30,41,44,49,67,68,40,75,58,45,30,32,25,11,9,15,20,46,68,67,66,55,72,66,27,36,11,33,70,54,66,70,41,17,22,36,66,52,29,38,75,58,19,54,22,35,37,47,30,47,11,22,42,18,66,1,11,41,69,62,27,40,2,50,11,53,84,31,33,86,68,90,50,20,74,65,5,45,2,33,42,43,59,39,70,66,95,26,72,66,62,71,23,52,69,90,45,48,68,72,62,85,33,12,36,36,43,53,59,67,9,46,82,91,51,55,44,47,20,39,11,40,30,2,46,46,0,0,73,67,80,60,20,30,83,67,12,4,15,48,43,58,68,57,10,26,9,41,9,1,13,27,29,24,44,42,23,22,49,41,5,0,37,30,4,36,48,51,75,58,40,37,67,19,40,40,23,9,33,26,0,39
2009-08-01,41,77,49,80,79,72,68,66,69,45,38,66,35,35,48,29,26,29,71,79,80,7,45,46,24,37,68,53,49,82,49,25,69,84,65,75,32,33,13,56,42,62,1,42,63,4,64,15,36,3,59,42,46,15,83,42,73,45,59,77,12,41,18,39,40,50,15,18,40,69,13,57,62,6,6,5,18,43,50,14,88,50,48,38,4,15,77,38,30,54,38,61,63,56,42,76,35,43,18,43,29,40,42,41,63,64,35,66,78,74,30,32,29,9,6,19,14,41,72,63,68,54,74,59,25,39,10,29,62,57,64,65,23,9,66,32,54,46,29,36,74,52,20,40,17,29,38,46,28,42,10,20,40,16,59,2,12,43,60,59,27,41,2,50,11,52,82,30,42,90,62,80,58,18,72,66,6,53,2,80,45,45,59,43,72,62,83,25,64,61,41,57,24,62,63,80,46,55,82,80,61,84,42,18,37,37,42,48,55,66,6,40,85,96,46,55,43,46,17,38,15,36,28,2,45,45,0,0,63,66,71,58,17,22,63,53,12,4,16,45,36,55,70,54,10,23,49,95,13,10,17,26,40,39,46,42,20,20,44,38,4,0,31,30,7,36,45,45,74,54,42,31,63,18,40,40,20,9,40,27,0,38
2009-09-01,31,57,50,81,72,65,65,61,59,38,44,70,34,34,48,26,28,32,73,84,73,7,50,44,22,30,56,47,39,76,46,27,65,73,53,64,36,36,19,58,37,58,1,40,64,3,62,15,43,8,52,41,57,15,73,50,69,43,58,60,12,49,21,47,38,66,17,20,34,63,18,58,70,6,5,4,13,55,57,15,87,49,54,34,4,17,81,43,35,56,38,61,61,54,45,77,39,49,18,49,29,33,46,52,64,64,30,67,91,95,31,36,25,11,13,31,41,43,63,55,70,57,69,62,30,37,11,28,53,61,67,69,31,26,66,38,37,29,28,37,62,54,18,27,15,26,30,34,30,38,11,20,35,14,62,3,17,40,65,52,25,38,3,48,11,58,80,32,33,79,49,62,60,17,61,64,6,48,3,42,39,42,61,45,63,52,65,25,43,41,18,44,25,60,50,62,40,65,74,76,51,76,33,11,36,36,57,56,57,59,10,42,84,93,59,66,38,40,17,36,10,48,29,2,44,44,0,0,67,62,74,55,10,15,63,52,11,5,14,48,36,60,67,58,15,21,38,78,9,2,13,22,43,25,53,40,26,27,40,28,3,0,38,32,8,55,51,52,62,56,37,26,64,18,43,42,20,8,52,36,0,40
2009-10-01,33,59,57,65,60,65,55,57,44,32,40,63,39,39,48,25,33,33,68,82,69,8,50,48,20,26,50,44,38,65,46,29,63,63,44,56,40,31,30,65,37,55,1,40,64,3,44,15,37,8,51,37,47,13,47,35,64,41,48,71,12,57,21,46,44,54,16,19,34,68,30,61,64,6,6,5,12,57,61,15,82,45,56,34,3,11,80,45,35,100,35,58,52,52,44,81,45,48,23,50,29,33,52,58,64,64,29,63,76,79,36,37,21,10,20,37,27,48,54,46,67,62,66,60,28,40,11,27,61,50,63,60,35,17,27,33,23,22,27,35,60,58,18,18,11,22,27,34,23,33,11,19,32,15,60,3,12,40,73,56,22,31,2,47,12,51,87,33,27,78,43,55,58,18,50,61,5,49,4,29,40,37,57,41,64,48,61,27,38,26,12,36,24,62,43,55,39,64,82,63,49,62,26,8,44,44,45,48,52,57,23,43,73,84,50,61,32,34,19,35,13,48,30,2,43,43,0,0,64,60,72,53,9,16,61,46,12,5,19,41,34,55,62,54,15,24,42,77,9,2,13,25,36,9,67,41,28,25,40,30,3,0,42,28,7,46,49,49,59,60,44,46,64,17,45,45,15,10,51,34,0,42
2009-11-01,40,70,63,57,51,56,52,51,42,29,34,67,36,36,51,26,31,30,72,78,68,6,56,58,20,26,45,42,40,65,44,45,62,62,42,51,44,34,30,58,45,52,1,50,65,3,52,15,41,13,50,34,37,13,45,35,61,36,54,58,11,34,24,45,43,43,16,18,32,70,29,56,60,6,5,4,10,43,64,14,86,43,59,46,5,11,80,47,36,88,33,57,49,48,44,70,50,48,27,56,26,29,57,57,65,65,29,64,73,76,35,35,23,13,16,35,27,45,57,50,63,51,66,53,31,38,11,31,53,61,62,60,25,18,10,41,18,25,35,48,52,59,20,15,11,22,30,37,34,46,11,21,31,15,52,4,11,38,62,49,23,30,3,55,23,52,85,37,28,85,53,70,52,17,46,55,8,50,3,22,36,39,56,42,56,44,53,24,36,25,11,37,36,75,53,70,49,55,81,71,50,67,38,9,41,41,52,59,54,60,38,43,73,85,49,55,32,34,19,35,12,49,28,2,43,44,1,1,62,63,78,57,6,12,50,45,11,4,19,49,37,63,64,61,16,24,47,77,13,2,17,25,37,12,66,53,32,40,41,29,3,0,33,27,10,46,51,52,52,60,45,37,65,19,41,41,17,8,52,29,0,42
2009-12-01,46,72,62,50,48,52,50,53,45,29,32,67,40,39,57,27,27,28,60,66,64,6,48,52,20,27,38,38,37,53,41,58,68,59,41,48,44,39,37,68,48,59,1,70,73,3,59,15,31,13,49,31,29,12,40,37,53,33,47,50,8,31,23,37,28,24,21,25,31,58,39,65,61,7,5,4,10,47,57,15,92,39,58,42,6,13,86,44,32,81,35,64,50,44,39,67,40,44,46,41,23,33,65,60,73,74,25,56,68,65,29,30,29,13,18,39,25,27,43,42,61,52,54,45,25,36,15,45,44,42,52,45,21,21,7,44,18,21,42,70,48,58,17,17,11,21,28,35,36,41,15,35,37,33,45,3,10,46,54,47,22,22,4,65,46,44,86,40,29,82,63,93,52,15,41,49,9,54,3,28,42,40,65,39,43,39,55,31,44,23,11,32,51,93,63,93,57,47,70,65,48,65,48,10,47,47,78,67,58,79,31,40,61,69,36,38,25,30,18,32,9,45,23,1,46,47,0,0,61,65,64,42,6,11,59,43,10,4,28,46,35,50,65,49,13,26,53,70,9,3,16,20,36,14,75,49,75,22,38,25,3,0,33,27,5,40,45,42,47,59,41,38,73,28,33,32,18,11,46,31,0,37
2010-01-01,50,78,52,62,56,63,52,55,53,29,38,77,41,41,53,24,27,30,74,75,64,7,55,49,20,29,53,48,40,72,44,24,83,74,50,62,47,62,25,50,39,59,1,45,71,4,52,14,35,7,54,40,53,11,56,46,67,42,50,73,10,29,25,49,44,38,21,22,35,68,24,48,60,6,5,4,13,46,65,14,88,44,57,43,11,18,87,46,33,78,36,63,47,52,47,78,46,49,28,45,25,33,100,75,71,72,38,71,85,87,32,35,26,14,17,43,34,35,66,60,60,47,71,55,29,37,12,32,49,47,74,72,38,26,6,35,25,24,31,39,50,54,17,14,14,25,25,34,31,39,12,22,29,13,55,4,9,45,71,62,23,31,4,59,12,55,86,35,32,90,40,57,54,16,47,56,8,35,2,24,38,42,75,54,90,56,61,24,37,23,22,56,22,63,40,56,48,56,87,67,67,94,42,7,46,46,61,49,54,66,32,35,78,94,61,72,39,41,23,40,13,50,25,1,56,55,0,0,59,58,84,66,9,10,61,42,10,4,39,49,40,54,70,52,13,40,36,81,9,4,15,23,65,14,85,46,23,28,38,26,4,0,34,31,5,39,54,53,50,55,51,26,71,19,41,41,20,10,53,35,0,46
2010-02-01,37,60,49,60,56,60,55,55,46,28,44,73,39,39,54,26,27,33,70,71,69,7,52,51,18,25,58,48,47,84,43,22,72,71,48,59,45,31,17,49,34,53,0,51,68,6,41,13,37,4,54,42,65,16,46,51,65,46,59,60,11,28,23,40,37,33,20,20,30,53,17,48,62,6,4,3,9,43,63,14,78,46,58,44,34,14,88,44,35,73,34,60,51,51,46,80,45,51,26,46,24,33,67,70,68,68,33,68,74,85,31,35,22,12,14,83,21,44,57,50,58,40,73,47,27,41,12,30,59,53,71,68,44,19,7,26,26,25,26,30,53,61,22,14,13,24,24,29,36,41,12,20,32,14,47,4,7,41,59,60,21,29,4,51,11,51,75,30,26,82,35,50,51,15,48,60,6,40,2,18,38,41,63,47,73,49,59,24,39,31,26,51,20,59,36,49,47,61,76,67,55,79,38,9,45,45,58,53,57,70,17,35,81,97,57,72,39,40,17,35,12,35,24,2,45,46,0,0,63,59,72,52,9,10,53,33,9,4,62,45,38,52,61,51,13,55,39,83,12,2,19,20,60,16,83,40,31,27,43,28,6,0,44,29,11,36,52,52,53,62,44,32,68,18,40,40,17,10,43,35,0,39
