date,Uber,DoorDash,SkipTheDishes,Walmart,Costco,Real Canadian Superstore,alibaba,newegg canada,ebay,kijiji,Canadian Tire,Home Depot,Best Buy,Shopify,Apple,Gap,Old Navy,Joe Fresh,Sephora,eventbrite,Sportchek,square online,PayPal,Western Union,TD Canada Trust,Scotiabank,Royal Bank of Canada,Google Pay,Apple Pay,Mastercard
2020-12-01,39,80,0,100,49,0,27,0,38,37,65,24,79,52,77,5,0,87,91,5,0,20,69,91,35,77,21,97,47,60
2021-01-01,86,67,72,93,40,0,51,35,36,24,40,61,76,56,59,0,54,0,29,10,0,57,66,74,38,65,12,65,52,50
2021-02-01,70,73,81,90,55,0,31,0,30,24,63,9,100,56,68,11,0,0,32,6,0,53,67,82,45,73,27,72,48,46
2021-03-01,89,62,55,99,44,0,28,0,38,27,28,31,36,50,60,10,37,0,10,5,0,19,60,71,36,68,33,69,42,45
2021-04-01,60,58,0,68,38,0,40,0,37,20,42,32,28,50,62,10,38,0,30,5,32,20,62,87,35,72,25,63,49,50
2021-05-01,74,53,56,70,43,0,29,36,34,42,77,71,55,47,74,0,75,0,0,16,0,20,61,80,50,65,21,84,52,47
2021-06-01,92,60,58,67,40,0,16,0,28,17,70,90,38,45,69,0,0,0,41,6,0,51,55,77,49,84,22,85,43,58
2021-07-01,71,57,40,80,55,0,25,38,33,27,58,34,24,46,69,0,20,0,32,29,0,21,53,82,33,75,22,81,49,46
2021-08-01,54,36,40,51,64,30,25,39,30,21,34,17,15,39,85,0,20,0,11,23,34,0,51,83,44,86,22,84,68,47
2021-09-01,48,53,62,53,54,0,21,40,21,19,57,26,26,45,83,6,21,0,22,24,0,33,54,81,26,75,28,78,63,50
2021-10-01,82,58,100,60,50,0,17,0,25,21,41,34,54,43,83,11,0,0,21,29,34,42,53,77,37,83,13,78,61,40
2021-11-01,86,55,20,62,57,0,27,0,17,27,37,17,44,50,84,5,40,0,42,23,34,0,58,75,37,78,13,89,59,55
2021-12-01,68,84,39,68,55,0,27,0,24,24,68,59,34,43,78,0,20,0,21,17,34,31,59,93,33,76,9,72,53,51
2022-01-01,76,100,77,56,46,0,18,0,27,26,30,8,24,49,76,10,19,0,0,0,0,20,53,69,28,79,43,82,56,58
2022-02-01,77,98,21,81,39,33,26,0,22,13,30,46,27,49,91,0,0,0,23,12,37,34,51,70,33,78,14,76,56,45
2022-03-01,77,56,57,84,100,0,21,37,23,9,16,40,33,47,95,10,38,44,10,27,32,30,48,70,28,80,25,83,61,77
2022-04-01,78,87,38,61,62,0,21,37,15,11,68,64,51,44,73,0,19,0,0,11,0,40,50,80,43,90,13,71,54,48
2022-05-01,67,70,87,68,52,33,17,42,16,36,52,65,54,43,84,0,0,0,35,25,0,0,47,70,32,90,20,89,67,52
