date,569,23,47,815,170,249,71,276,634,250,168,437,11,29,96,18,67,179,5,68,78,696,329,95,423,279,1160,813,466,468,46,750,747,121,123,697,1176,1268,288,248,30,287,612,13,31,7,38,969,477,25,380,1010,726,76,74,256,508,20,1199,144,748,48,255,50,664,60,802,621,1140,841,289,665,662,354,666,1150,277,650,651,652,158,1143,70,271,270,794,233,473,1339,932,882,94,293,205,208,1081,73,1188,185,610,206,1003,918,355,145,894,960,961,378,465,1164,784,1209,396,408,832,952,1139,107,903,343,77,278,1300,730,341,334,314,718,728,1162,53,342,1159,1214,670,12,566,672,673,49
2004-10-01,71,79,85,90,84,81,76,54,57,89,81,87,76,71,84,87,79,77,93,100,79,26,94,90,68,75,78,89,71,85,87,81,74,29,80,61,97,19,97,93,92,90,51,93,87,86,85,92,69,83,59,56,34,87,85,78,96,68,71,80,81,84,73,83,91,85,65,90,54,50,79,73,60,85,30,50,68,77,78,84,81,79,58,63,82,55,79,73,47,23,77,68,74,69,74,64,52,80,89,88,64,56,36,86,81,78,69,76,67,77,82,48,45,24,89,94,29,81,49,76,88,88,39,79,74,88,78,83,57,81,19,79,88,86,77,79,89,92,80,89,92
2004-11-01,73,86,84,88,93,91,76,58,68,92,84,100,77,68,78,89,80,76,93,92,84,35,100,100,100,77,78,83,66,73,86,91,100,31,85,65,94,17,100,93,91,98,57,95,90,87,88,89,77,96,67,60,33,93,88,87,99,67,84,96,79,89,74,94,93,87,85,88,49,52,91,87,61,100,33,55,74,78,87,86,83,87,66,76,90,58,85,69,53,22,78,72,70,65,73,67,64,81,91,86,64,65,38,92,90,100,77,78,68,70,100,53,64,30,95,97,29,87,50,68,95,92,38,83,76,82,73,80,63,77,23,88,83,92,84,90,95,92,82,94,90
2004-12-01,71,76,77,79,80,78,84,55,49,77,76,78,67,57,63,100,83,72,93,93,99,37,83,90,62,65,60,77,54,73,67,63,63,32,74,64,86,13,76,88,97,80,53,100,75,81,73,75,66,78,55,60,33,70,72,69,83,65,60,91,73,66,64,100,64,61,81,74,39,59,72,74,59,76,32,67,84,63,87,71,63,91,100,75,77,57,67,60,54,22,72,67,56,65,75,66,71,86,87,79,57,62,33,92,89,69,60,51,53,65,70,42,61,12,76,76,23,79,45,65,76,76,34,73,66,54,61,79,49,72,19,74,66,71,72,68,81,75,59,63,70
2005-01-01,73,79,84,88,84,90,75,63,65,93,100,88,74,84,87,84,100,96,94,85,81,32,99,97,64,78,95,89,81,76,78,80,87,30,80,54,88,17,85,89,95,89,72,98,82,90,86,86,80,84,67,80,33,84,94,88,100,70,72,90,78,90,71,94,80,97,72,83,57,53,84,74,100,89,33,59,66,72,79,95,82,83,56,71,79,55,84,68,56,19,84,89,100,69,85,92,50,82,93,86,89,63,37,97,93,79,86,90,80,79,80,47,49,12,92,90,31,85,48,89,82,82,50,88,75,72,91,84,58,73,22,86,86,92,79,70,89,91,74,79,80
2005-02-01,73,75,86,94,85,98,76,66,68,96,79,88,72,89,91,84,93,96,91,87,74,34,99,93,81,75,85,89,84,86,81,84,82,30,81,57,88,15,88,95,89,90,92,98,88,98,89,100,74,89,59,72,36,87,86,88,95,69,81,88,79,95,74,91,95,97,75,84,61,52,91,89,73,88,40,54,73,73,93,95,79,78,88,65,78,56,82,70,66,20,78,75,88,78,84,84,46,81,89,97,76,60,39,77,100,70,91,89,83,86,83,51,48,13,90,90,35,100,54,97,92,87,68,86,78,94,79,80,58,77,23,84,86,95,87,74,92,88,76,66,84
2005-03-01,81,79,91,95,87,100,75,66,60,97,80,87,72,89,93,82,93,91,86,86,77,31,100,91,90,78,81,89,82,88,95,80,84,31,78,59,89,19,87,84,81,92,60,94,83,98,85,91,80,89,65,62,37,84,80,96,97,71,72,79,81,93,72,89,100,99,88,84,65,52,97,79,69,88,34,53,78,68,79,92,82,73,66,64,76,59,100,72,61,20,80,73,76,79,80,93,52,84,87,98,68,49,40,75,87,70,86,83,83,77,74,47,51,12,97,97,37,89,46,81,86,79,96,87,71,67,88,74,79,68,28,80,72,100,96,71,93,87,76,80,85
2005-04-01,72,83,100,100,95,92,68,57,63,96,73,81,79,86,100,79,84,81,79,84,69,27,93,80,76,76,87,83,83,100,93,81,90,26,76,66,84,25,85,87,77,88,54,91,73,95,86,84,70,81,62,52,38,86,77,91,89,72,73,84,89,98,71,91,87,98,81,84,66,49,96,84,75,90,34,50,68,76,82,95,86,68,60,61,74,55,86,78,58,17,83,68,82,76,77,79,50,83,84,89,66,53,41,76,88,88,87,81,85,78,81,46,50,15,96,90,42,79,45,77,80,76,78,84,68,52,76,64,52,66,29,70,76,83,96,78,88,80,79,87,82
2005-05-01,79,77,89,93,90,86,66,64,60,91,69,75,82,82,79,77,83,83,76,80,73,29,88,80,62,75,66,86,83,79,98,77,73,29,67,59,79,18,78,78,73,82,50,91,74,84,86,88,59,77,63,48,38,78,74,87,86,68,65,86,90,97,60,89,72,97,68,79,74,50,94,86,64,73,37,49,64,76,72,100,86,66,70,62,69,53,84,69,60,16,77,65,87,82,80,80,47,86,83,88,68,61,37,69,89,85,88,82,84,100,78,44,50,18,92,87,53,76,38,67,79,72,45,73,75,63,61,60,55,64,24,75,63,81,91,74,85,82,80,66,79
2005-06-01,86,67,88,90,96,82,66,62,54,83,74,70,77,84,79,77,87,88,74,78,71,31,85,74,75,76,59,78,81,99,90,76,76,29,62,55,74,17,76,77,72,86,48,90,72,85,82,88,100,73,57,48,39,79,75,78,86,69,62,85,82,100,57,88,72,88,80,65,83,48,89,88,59,81,31,51,64,85,68,92,85,67,66,61,66,60,85,68,63,17,73,61,91,92,84,87,49,84,81,85,75,55,37,65,85,66,78,72,81,76,59,42,46,11,90,78,68,87,40,60,83,74,39,56,69,55,57,54,46,67,22,71,65,78,80,74,84,78,80,63,69
2005-07-01,100,63,89,94,82,83,65,64,57,84,65,63,74,88,88,79,98,100,73,77,71,26,78,74,65,75,63,85,73,89,79,62,70,27,63,52,74,21,71,75,71,78,48,90,69,86,82,82,53,65,57,51,39,67,65,71,80,71,58,97,83,86,56,90,70,78,68,67,95,54,82,98,57,75,28,52,68,72,58,85,83,71,48,62,71,54,68,71,68,16,77,61,93,96,100,100,56,78,80,83,87,62,36,66,91,52,72,61,85,72,54,40,71,10,93,79,58,76,40,65,71,71,36,50,61,65,47,52,40,61,18,71,71,68,81,70,77,68,71,53,62
2005-08-01,87,72,90,98,96,91,67,66,59,88,68,64,77,90,93,83,96,96,78,82,72,25,86,86,80,84,69,98,82,95,72,56,69,31,62,62,77,50,70,79,80,82,51,94,69,91,88,86,55,68,66,51,43,67,75,80,79,78,63,92,82,91,59,99,82,86,66,73,86,57,97,90,76,74,29,55,66,73,59,90,85,73,53,65,77,59,86,87,56,20,82,66,94,96,92,91,58,83,84,89,85,63,38,74,91,49,84,71,92,89,54,40,53,10,99,97,46,92,46,66,76,73,34,86,64,63,66,61,51,63,18,73,55,70,93,63,82,75,75,61,65
2005-09-01,80,78,83,87,83,92,68,63,62,88,94,68,70,80,85,79,77,79,79,82,75,29,94,90,90,82,87,83,73,80,83,74,65,28,67,57,84,100,78,74,79,80,50,97,73,86,82,88,58,71,59,48,40,72,88,89,92,75,72,75,77,92,60,86,68,86,64,78,62,53,87,75,59,70,29,51,62,76,70,81,84,70,52,62,75,53,94,100,64,24,78,64,78,71,66,66,48,77,78,81,70,62,34,91,82,60,82,77,72,74,80,43,53,11,100,87,34,94,50,74,76,73,38,75,70,69,68,57,53,62,20,69,66,84,80,60,85,70,71,67,66
2005-10-01,76,85,80,85,89,89,75,68,61,93,80,77,71,74,80,85,75,74,77,95,75,28,93,84,71,84,81,79,80,80,94,77,78,28,65,61,83,23,82,76,75,77,45,92,73,86,78,83,62,75,59,49,42,75,80,92,92,78,71,80,74,92,65,86,68,86,55,85,48,52,82,77,60,72,30,49,67,85,71,76,88,74,59,66,81,50,92,67,33,25,75,66,72,58,70,67,52,71,80,77,65,54,38,70,85,76,77,62,69,76,77,44,48,13,99,95,32,87,48,65,78,73,35,78,71,64,65,58,57,59,21,70,73,94,78,69,84,75,69,83,71
2005-11-01,85,95,77,79,89,86,75,71,67,93,78,85,75,70,81,91,74,75,82,91,84,35,97,91,77,81,65,73,68,70,83,76,76,29,73,64,87,18,81,81,77,82,51,95,77,82,75,91,71,84,59,50,43,78,81,99,94,76,68,87,71,93,64,93,77,80,72,82,41,57,85,73,56,79,31,53,68,78,71,91,84,83,65,69,90,56,95,62,53,21,74,69,61,63,66,67,62,75,79,78,58,59,37,78,90,83,78,66,73,87,78,45,51,23,95,95,28,87,48,71,81,76,35,78,75,68,63,58,48,61,19,70,64,97,82,73,86,88,69,78,80
